fatura_id,customerID,data_vencimento,data_pagamento,valor_fatura,status
INV-0008313,9746-UGFAC,2025-03-15,2025-03-08,20.7,Pago em Dia
INV-0008314,9746-UGFAC,2025-02-15,2025-02-08,20.62,Pago em Dia
INV-0008315,9746-UGFAC,2025-01-15,2025-01-12,21.08,Pago em Dia
INV-0008316,9746-UGFAC,2024-12-15,2024-12-14,20.23,Pago em Dia
INV-0008317,9746-UGFAC,2024-11-15,2024-11-09,20.94,Pago em Dia
INV-0008318,9746-UGFAC,2024-10-15,2024-10-12,20.4,Pago em Dia
INV-0008319,9746-UGFAC,2024-09-15,2024-09-10,20.36,Pago em Dia
INV-0008320,9746-UGFAC,2024-08-15,2024-08-14,21.28,Pago em Dia
INV-0008321,9746-UGFAC,2024-07-15,2024-07-09,19.98,Pago em Dia
INV-0008322,9746-UGFAC,2024-06-15,2024-06-12,19.77,Pago em Dia
INV-0008323,9746-UGFAC,2024-05-15,2024-05-09,20.76,Pago em Dia
INV-0008324,9746-UGFAC,2024-04-15,2024-04-10,21.0,Pago em Dia
INV-0008325,9746-UGFAC,2024-03-15,2024-03-08,20.8,Pago em Dia
INV-0008326,9746-UGFAC,2024-02-15,2024-02-12,21.31,Pago em Dia
INV-0008327,5016-IBERQ,2025-11-15,2025-11-14,86.2,Pago em Dia
INV-0008328,5016-IBERQ,2025-10-15,2025-10-13,83.13,Pago em Dia
INV-0008329,5016-IBERQ,2025-09-15,2025-09-13,83.46,Pago em Dia
INV-0008330,5016-IBERQ,2025-08-15,2025-08-11,85.36,Pago em Dia
INV-0008331,5016-IBERQ,2025-07-15,2025-07-12,81.99,Pago em Dia
INV-0008332,5016-IBERQ,2025-06-15,2025-06-13,84.46,Pago em Dia
INV-0008333,5016-IBERQ,2025-05-15,2025-05-10,81.44,Pago em Dia
INV-0008334,5016-IBERQ,2025-04-15,2025-04-10,82.61,Pago em Dia
INV-0008335,5016-IBERQ,2025-03-15,2025-03-13,82.93,Pago em Dia
INV-0008336,5016-IBERQ,2025-02-15,2025-02-12,83.29,Pago em Dia
INV-0008337,5016-IBERQ,2025-01-15,2025-01-10,84.32,Pago em Dia
INV-0008338,5016-IBERQ,2024-12-15,2024-12-10,83.66,Pago em Dia
INV-0008339,5016-IBERQ,2024-11-15,2024-11-12,85.72,Pago em Dia
INV-0008340,5016-IBERQ,2024-10-15,2024-10-10,84.29,Pago em Dia
INV-0008341,5016-IBERQ,2024-09-15,2024-09-10,84.63,Pago em Dia
INV-0008342,5016-IBERQ,2024-08-15,2024-08-09,83.71,Pago em Dia
INV-0008343,5016-IBERQ,2024-07-15,2024-07-08,81.61,Pago em Dia
INV-0008344,5016-IBERQ,2024-06-15,2024-06-13,84.04,Pago em Dia
INV-0008345,5016-IBERQ,2024-05-15,2024-05-10,83.08,Pago em Dia
INV-0008346,5016-IBERQ,2024-04-15,2024-04-11,83.18,Pago em Dia
INV-0008347,5016-IBERQ,2024-03-15,2024-03-09,84.87,Pago em Dia
INV-0008348,5016-IBERQ,2024-02-15,2024-02-10,81.66,Pago em Dia
INV-0008349,5016-IBERQ,2024-01-15,2024-01-14,83.61,Pago em Dia
INV-0008350,2402-TAIRZ,2025-11-15,2025-11-10,82.1,Pago em Dia
INV-0008351,2402-TAIRZ,2025-10-15,2025-10-12,79.16,Pago em Dia
INV-0008352,2402-TAIRZ,2025-09-15,2025-09-10,82.35,Pago em Dia
INV-0008353,2402-TAIRZ,2025-08-15,2025-08-10,79.27,Pago em Dia
INV-0008354,2402-TAIRZ,2025-07-15,2025-07-11,79.83,Pago em Dia
INV-0008355,2402-TAIRZ,2025-06-15,2025-06-13,79.17,Pago em Dia
INV-0008356,2402-TAIRZ,2025-05-15,2025-05-13,81.8,Pago em Dia
INV-0008357,2402-TAIRZ,2025-04-15,2025-05-01,77.01,Pago com Atraso
INV-0008358,2402-TAIRZ,2025-03-15,2025-03-08,78.94,Pago em Dia
INV-0008359,2402-TAIRZ,2025-02-15,2025-02-09,81.53,Pago em Dia
INV-0008360,2402-TAIRZ,2025-01-15,2025-01-11,78.12,Pago em Dia
INV-0008361,2402-TAIRZ,2024-12-15,2024-12-12,78.85,Pago em Dia
INV-0008362,2402-TAIRZ,2024-11-15,2024-11-11,77.97,Pago em Dia
INV-0008363,2402-TAIRZ,2024-10-15,2024-10-14,81.99,Pago em Dia
INV-0008364,2402-TAIRZ,2024-09-15,2024-09-09,81.7,Pago em Dia
INV-0008365,2402-TAIRZ,2024-08-15,2024-08-11,80.68,Pago em Dia
INV-0008366,2402-TAIRZ,2024-07-15,2024-07-26,79.89,Pago com Atraso
INV-0008367,2402-TAIRZ,2024-06-15,2024-06-08,81.47,Pago em Dia
INV-0008368,2402-TAIRZ,2024-05-15,2024-05-10,79.35,Pago em Dia
INV-0008369,2402-TAIRZ,2024-04-15,2024-04-08,82.37,Pago em Dia
INV-0008370,2402-TAIRZ,2024-03-15,2024-03-10,77.54,Pago em Dia
INV-0008371,2402-TAIRZ,2024-02-15,2024-02-11,79.24,Pago em Dia
INV-0008372,2402-TAIRZ,2024-01-15,2024-01-09,79.23,Pago em Dia
INV-0008373,2402-TAIRZ,2023-12-15,2023-12-18,78.96,Pago com Atraso
INV-0008374,2402-TAIRZ,2023-11-15,2023-11-08,78.07,Pago em Dia
INV-0008375,2402-TAIRZ,2023-10-15,2023-10-10,82.15,Pago em Dia
INV-0008376,2402-TAIRZ,2023-09-15,2023-09-09,79.25,Pago em Dia
INV-0008377,2402-TAIRZ,2023-08-15,2023-08-08,79.81,Pago em Dia
INV-0008378,2402-TAIRZ,2023-07-15,2023-07-10,80.68,Pago em Dia
INV-0008379,2402-TAIRZ,2023-06-15,2023-06-11,81.24,Pago em Dia
INV-0008380,2402-TAIRZ,2023-05-15,2023-05-10,80.69,Pago em Dia
INV-0008381,2402-TAIRZ,2023-04-15,2023-04-25,79.28,Pago com Atraso
INV-0008382,2402-TAIRZ,2023-03-15,2023-03-08,77.74,Pago em Dia
INV-0008383,2402-TAIRZ,2023-02-15,2023-02-17,78.51,Pago com Atraso
INV-0008384,2402-TAIRZ,2023-01-15,2023-01-13,80.87,Pago em Dia
INV-0008385,2402-TAIRZ,2022-12-15,2022-12-29,79.43,Pago com Atraso
INV-0008386,2402-TAIRZ,2022-11-15,2022-11-11,83.28,Pago em Dia
INV-0008387,9674-EHPPG,2025-11-15,2025-11-10,39.22,Pago em Dia
INV-0008388,9674-EHPPG,2025-10-15,2025-10-09,41.57,Pago em Dia
INV-0008389,9674-EHPPG,2025-09-15,2025-09-11,40.92,Pago em Dia
INV-0008390,9674-EHPPG,2025-08-15,2025-08-08,40.48,Pago em Dia
INV-0008391,9674-EHPPG,2025-07-15,2025-07-14,39.56,Pago em Dia
INV-0008392,9674-EHPPG,2025-06-15,2025-06-11,40.71,Pago em Dia
INV-0008393,9674-EHPPG,2025-05-15,2025-05-12,38.59,Pago em Dia
INV-0008394,9674-EHPPG,2025-04-15,2025-04-10,41.56,Pago em Dia
INV-0008395,9674-EHPPG,2025-03-15,2025-03-12,40.54,Pago em Dia
INV-0008396,9674-EHPPG,2025-02-15,2025-02-14,41.58,Pago em Dia
INV-0008397,9674-EHPPG,2025-01-15,2025-01-12,40.59,Pago em Dia
INV-0008398,9674-EHPPG,2024-12-15,2024-12-08,40.1,Pago em Dia
INV-0008399,9674-EHPPG,2024-11-15,2024-11-08,40.6,Pago em Dia
INV-0008400,9674-EHPPG,2024-10-15,2024-10-13,41.44,Pago em Dia
INV-0008401,9674-EHPPG,2024-09-15,2024-09-09,40.93,Pago em Dia
INV-0008402,9674-EHPPG,2024-08-15,2024-08-11,40.53,Pago em Dia
INV-0008403,9674-EHPPG,2024-07-15,2024-07-13,40.73,Pago em Dia
INV-0008404,9674-EHPPG,2024-06-15,2024-06-11,40.91,Pago em Dia
INV-0008405,9674-EHPPG,2024-05-15,2024-05-08,39.95,Pago em Dia
INV-0008406,9674-EHPPG,2024-04-15,2024-04-12,39.79,Pago em Dia
INV-0008407,9674-EHPPG,2024-03-15,2024-03-08,40.28,Pago em Dia
INV-0008408,9674-EHPPG,2024-02-15,2024-02-10,40.98,Pago em Dia
INV-0008409,9674-EHPPG,2024-01-15,2024-01-11,40.02,Pago em Dia
INV-0008410,9674-EHPPG,2023-12-15,2023-12-13,40.37,Pago em Dia
INV-0008411,9674-EHPPG,2023-11-15,2023-11-14,39.8,Pago em Dia
INV-0008412,9674-EHPPG,2023-10-15,2023-10-13,41.48,Pago em Dia
INV-0008413,9674-EHPPG,2023-09-15,2023-09-10,38.75,Pago em Dia
INV-0008414,9674-EHPPG,2023-08-15,2023-08-14,39.84,Pago em Dia
INV-0008415,9674-EHPPG,2023-07-15,2023-07-11,40.5,Pago em Dia
INV-0008416,9674-EHPPG,2023-06-15,2023-06-27,39.01,Pago com Atraso
INV-0008417,9674-EHPPG,2023-05-15,2023-05-13,41.08,Pago em Dia
INV-0008418,9674-EHPPG,2023-04-15,2023-04-09,39.2,Pago em Dia
INV-0008419,9674-EHPPG,2023-03-15,2023-03-10,39.87,Pago em Dia
INV-0008420,9674-EHPPG,2023-02-15,2023-02-13,39.86,Pago em Dia
INV-0008421,9674-EHPPG,2023-01-15,2023-01-13,41.08,Pago em Dia
INV-0008422,9674-EHPPG,2022-12-15,2022-12-09,39.63,Pago em Dia
INV-0008423,9674-EHPPG,2022-11-15,2022-11-08,40.48,Pago em Dia
INV-0008424,9674-EHPPG,2022-10-15,2022-10-08,39.95,Pago em Dia
INV-0008425,9674-EHPPG,2022-09-15,2022-09-12,40.38,Pago em Dia
INV-0008426,9674-EHPPG,2022-08-15,2022-08-11,39.59,Pago em Dia
INV-0008427,9674-EHPPG,2022-07-15,2022-07-11,40.14,Pago em Dia
INV-0008428,9674-EHPPG,2022-06-15,2022-06-13,39.84,Pago em Dia
INV-0008429,9674-EHPPG,2022-05-15,2022-05-14,40.71,Pago em Dia
INV-0008430,9674-EHPPG,2022-04-15,2022-04-08,39.64,Pago em Dia
INV-0008431,9674-EHPPG,2022-03-15,2022-03-08,40.66,Pago em Dia
INV-0008432,9674-EHPPG,2022-02-15,2022-02-08,39.16,Pago em Dia
INV-0008433,4425-OWHWB,2025-11-15,2025-11-12,19.78,Pago em Dia
INV-0008434,4425-OWHWB,2025-10-15,2025-10-12,19.32,Pago em Dia
INV-0008435,4425-OWHWB,2025-09-15,2025-09-10,18.99,Pago em Dia
INV-0008436,4425-OWHWB,2025-08-15,2025-08-20,19.77,Pago com Atraso
INV-0008437,4425-OWHWB,2025-07-15,2025-07-09,19.55,Pago em Dia
INV-0008438,4425-OWHWB,2025-06-15,2025-06-13,19.47,Pago em Dia
INV-0008439,4425-OWHWB,2025-05-15,2025-06-01,19.18,Pago com Atraso
INV-0008440,4425-OWHWB,2025-04-15,2025-04-12,19.49,Pago em Dia
INV-0008441,4425-OWHWB,2025-03-15,2025-03-10,19.34,Pago em Dia
INV-0008442,4425-OWHWB,2025-02-15,2025-02-10,19.21,Pago em Dia
INV-0008443,4425-OWHWB,2025-01-15,2025-01-10,19.25,Pago em Dia
INV-0008444,4425-OWHWB,2024-12-15,2024-12-14,18.78,Pago em Dia
INV-0008445,4425-OWHWB,2024-11-15,2024-11-08,19.33,Pago em Dia
INV-0008446,4425-OWHWB,2024-10-15,2024-10-13,19.19,Pago em Dia
INV-0008447,4425-OWHWB,2024-09-15,2024-09-08,20.5,Pago em Dia
INV-0008448,4425-OWHWB,2024-08-15,2024-08-08,19.34,Pago em Dia
INV-0008449,4425-OWHWB,2024-07-15,2024-07-17,19.19,Pago com Atraso
INV-0008450,4425-OWHWB,2024-06-15,2024-06-09,19.09,Pago em Dia
INV-0008451,4425-OWHWB,2024-05-15,2024-05-08,19.82,Pago em Dia
INV-0008452,4425-OWHWB,2024-04-15,2024-04-10,19.18,Pago em Dia
INV-0008453,9637-EIHEQ,2025-11-15,2025-11-12,52.22,Pago em Dia
INV-0008454,5320-BRKGK,2025-11-15,2025-11-10,76.71,Pago em Dia
INV-0008455,5320-BRKGK,2025-10-15,2025-10-08,77.18,Pago em Dia
INV-0008456,5320-BRKGK,2025-09-15,2025-09-12,78.03,Pago em Dia
INV-0008457,5320-BRKGK,2025-08-15,2025-08-09,76.8,Pago em Dia
INV-0008458,5320-BRKGK,2025-07-15,2025-07-12,76.34,Pago em Dia
INV-0008459,5320-BRKGK,2025-06-15,2025-06-13,74.34,Pago em Dia
INV-0008460,5320-BRKGK,2025-05-15,2025-05-09,76.7,Pago em Dia
INV-0008461,5320-BRKGK,2025-04-15,2025-04-16,76.71,Pago com Atraso
INV-0008462,5320-BRKGK,2025-03-15,2025-03-10,78.72,Pago em Dia
INV-0008463,5320-BRKGK,2025-02-15,2025-02-08,76.09,Pago em Dia
INV-0008464,5320-BRKGK,2025-01-15,2025-01-14,76.07,Pago em Dia
INV-0008465,5320-BRKGK,2024-12-15,2024-12-10,78.42,Pago em Dia
INV-0008466,5320-BRKGK,2024-11-15,2024-11-11,75.93,Pago em Dia
INV-0008467,5320-BRKGK,2024-10-15,2024-10-24,77.06,Pago com Atraso
INV-0008468,5320-BRKGK,2024-09-15,2024-09-10,74.75,Pago em Dia
INV-0008469,5320-BRKGK,2024-08-15,2024-08-12,73.71,Pago em Dia
INV-0008470,5320-BRKGK,2024-07-15,2024-07-11,77.13,Pago em Dia
INV-0008471,5320-BRKGK,2024-06-15,2024-06-10,76.34,Pago em Dia
INV-0008472,5320-BRKGK,2024-05-15,2024-06-02,73.08,Pago com Atraso
INV-0008473,5320-BRKGK,2024-04-15,2024-04-08,74.95,Pago em Dia
INV-0008474,5320-BRKGK,2024-03-15,2024-03-09,76.5,Pago em Dia
INV-0008475,5320-BRKGK,2024-02-15,2024-02-13,76.58,Pago em Dia
INV-0008476,5320-BRKGK,2024-01-15,2024-01-08,77.08,Pago em Dia
INV-0008477,5320-BRKGK,2023-12-15,2023-12-11,76.93,Pago em Dia
INV-0008478,5320-BRKGK,2023-11-15,2023-11-13,76.64,Pago em Dia
INV-0008479,5320-BRKGK,2023-10-15,2023-10-14,75.14,Pago em Dia
INV-0008480,5320-BRKGK,2023-09-15,2023-09-12,74.87,Pago em Dia
INV-0008481,5320-BRKGK,2023-08-15,2023-08-08,76.4,Pago em Dia
INV-0008482,5320-BRKGK,2023-07-15,2023-07-14,76.62,Pago em Dia
INV-0008483,5320-BRKGK,2023-06-15,2023-06-14,76.33,Pago em Dia
INV-0008484,5320-BRKGK,2023-05-15,2023-05-14,73.19,Pago em Dia
INV-0008485,5320-BRKGK,2023-04-15,2023-04-09,74.31,Pago em Dia
INV-0008486,5320-BRKGK,2023-03-15,2023-03-20,75.46,Pago com Atraso
INV-0008487,5320-BRKGK,2023-02-15,2023-02-16,75.15,Pago com Atraso
INV-0008488,5320-BRKGK,2023-01-15,2023-01-10,76.64,Pago em Dia
INV-0008489,5320-BRKGK,2022-12-15,2022-12-14,74.7,Pago em Dia
INV-0008490,5320-BRKGK,2022-11-15,2022-11-25,75.3,Pago com Atraso
INV-0008491,5320-BRKGK,2022-10-15,2022-10-16,78.07,Pago com Atraso
INV-0008492,5320-BRKGK,2022-09-15,2022-09-09,75.81,Pago em Dia
INV-0008493,5320-BRKGK,2022-08-15,2022-09-04,75.78,Pago com Atraso
INV-0008494,5320-BRKGK,2022-07-15,2022-07-11,77.13,Pago em Dia
INV-0008495,5320-BRKGK,2022-06-15,2022-06-20,77.89,Pago com Atraso
INV-0008496,5320-BRKGK,2022-05-15,2022-05-10,74.89,Pago em Dia
INV-0008497,5320-BRKGK,2022-04-15,2022-04-10,77.1,Pago em Dia
INV-0008498,5320-BRKGK,2022-03-15,2022-03-10,78.07,Pago em Dia
INV-0008499,5320-BRKGK,2022-02-15,2022-02-14,75.64,Pago em Dia
INV-0008500,5320-BRKGK,2022-01-15,2022-01-14,76.32,Pago em Dia
INV-0008501,5320-BRKGK,2021-12-15,2021-12-11,76.6,Pago em Dia
INV-0008502,5320-BRKGK,2021-11-15,2021-11-08,76.42,Pago em Dia
INV-0008503,5320-BRKGK,2021-10-15,2021-10-22,73.83,Pago com Atraso
INV-0008504,5320-BRKGK,2021-09-15,2021-09-14,75.19,Pago em Dia
INV-0008505,5320-BRKGK,2021-08-15,2021-08-12,73.33,Pago em Dia
INV-0008506,5320-BRKGK,2021-07-15,2021-07-11,74.49,Pago em Dia
INV-0008507,5320-BRKGK,2021-06-15,2021-06-09,77.75,Pago em Dia
INV-0008508,5320-BRKGK,2021-05-15,2021-05-24,73.37,Pago com Atraso
INV-0008509,5320-BRKGK,2021-04-15,2021-04-17,74.61,Pago com Atraso
INV-0008510,5320-BRKGK,2021-03-15,2021-03-13,75.39,Pago em Dia
INV-0008511,5320-BRKGK,2021-02-15,2021-02-12,75.59,Pago em Dia
INV-0008512,5149-QYTTU,2025-11-15,2025-11-08,95.31,Pago em Dia
INV-0008513,5149-QYTTU,2025-10-15,2025-10-08,92.01,Pago em Dia
INV-0008514,5149-QYTTU,2025-09-15,2025-09-14,97.85,Pago em Dia
INV-0008515,5149-QYTTU,2025-08-15,2025-08-12,91.3,Pago em Dia
INV-0008516,5149-QYTTU,2025-07-15,2025-07-14,95.19,Pago em Dia
INV-0008517,5149-QYTTU,2025-06-15,2025-06-08,95.22,Pago em Dia
INV-0008518,5149-QYTTU,2025-05-15,2025-05-08,93.83,Pago em Dia
INV-0008519,5149-QYTTU,2025-04-15,2025-04-10,97.16,Pago em Dia
INV-0008520,5149-QYTTU,2025-03-15,2025-03-14,94.41,Pago em Dia
INV-0008521,5149-QYTTU,2025-02-15,2025-02-12,94.0,Pago em Dia
INV-0008522,5149-QYTTU,2025-01-15,2025-01-12,94.44,Pago em Dia
INV-0008523,5149-QYTTU,2024-12-15,2024-12-10,96.74,Pago em Dia
INV-0008524,5149-QYTTU,2024-11-15,2024-11-13,94.62,Pago em Dia
INV-0008525,5149-QYTTU,2024-10-15,2024-10-13,92.13,Pago em Dia
INV-0008526,5149-QYTTU,2024-09-15,2024-09-10,96.75,Pago em Dia
INV-0008527,5149-QYTTU,2024-08-15,2024-08-08,93.61,Pago em Dia
INV-0008528,5149-QYTTU,2024-07-15,2024-07-12,96.04,Pago em Dia
INV-0008529,5149-QYTTU,2024-06-15,2024-06-09,96.99,Pago em Dia
INV-0008530,5149-QYTTU,2024-05-15,2024-05-14,94.62,Pago em Dia
INV-0008531,5149-QYTTU,2024-04-15,2024-04-13,97.24,Pago em Dia
INV-0008532,5149-QYTTU,2024-03-15,2024-03-11,91.64,Pago em Dia
INV-0008533,5149-QYTTU,2024-02-15,2024-02-10,97.39,Pago em Dia
INV-0008534,5149-QYTTU,2024-01-15,2024-01-12,93.94,Pago em Dia
INV-0008535,5149-QYTTU,2023-12-15,2023-12-11,93.84,Pago em Dia
INV-0008536,5149-QYTTU,2023-11-15,2023-11-12,93.31,Pago em Dia
INV-0008537,5149-QYTTU,2023-10-15,2023-10-09,92.82,Pago em Dia
INV-0008538,5149-QYTTU,2023-09-15,2023-09-12,96.25,Pago em Dia
INV-0008539,5149-QYTTU,2023-08-15,2023-08-14,94.31,Pago em Dia
INV-0008540,5149-QYTTU,2023-07-15,2023-07-14,94.46,Pago em Dia
INV-0008541,5149-QYTTU,2023-06-15,2023-06-11,94.72,Pago em Dia
INV-0008542,5149-QYTTU,2023-05-15,2023-05-10,94.85,Pago em Dia
INV-0008543,5149-QYTTU,2023-04-15,2023-04-09,93.12,Pago em Dia
INV-0008544,5149-QYTTU,2023-03-15,2023-03-09,96.54,Pago em Dia
INV-0008545,5149-QYTTU,2023-02-15,2023-02-09,96.46,Pago em Dia
INV-0008546,5149-QYTTU,2023-01-15,2023-01-12,94.42,Pago em Dia
INV-0008547,5149-QYTTU,2022-12-15,2022-12-14,98.75,Pago em Dia
INV-0008548,5149-QYTTU,2022-11-15,2022-11-10,92.51,Pago em Dia
INV-0008549,5149-QYTTU,2022-10-15,2022-10-13,94.61,Pago em Dia
INV-0008550,5149-QYTTU,2022-09-15,2022-09-14,92.07,Pago em Dia
INV-0008551,5149-QYTTU,2022-08-15,2022-08-11,98.17,Pago em Dia
INV-0008552,5149-QYTTU,2022-07-15,2022-07-12,94.0,Pago em Dia
INV-0008553,5149-QYTTU,2022-06-15,2022-06-11,96.69,Pago em Dia
INV-0008554,5149-QYTTU,2022-05-15,2022-05-10,91.44,Pago em Dia
INV-0008555,5149-QYTTU,2022-04-15,2022-04-22,96.0,Pago com Atraso
INV-0008556,5149-QYTTU,2022-03-15,2022-03-12,96.57,Pago em Dia
INV-0008557,5149-QYTTU,2022-02-15,2022-02-14,95.84,Pago em Dia
INV-0008558,5149-QYTTU,2022-01-15,2022-01-14,91.99,Pago em Dia
INV-0008559,5149-QYTTU,2021-12-15,2021-12-10,92.0,Pago em Dia
INV-0008560,5149-QYTTU,2021-11-15,2021-11-18,92.45,Pago com Atraso
INV-0008561,5149-QYTTU,2021-10-15,2021-10-13,95.21,Pago em Dia
INV-0008562,5149-QYTTU,2021-09-15,2021-09-09,93.93,Pago em Dia
INV-0008563,5149-QYTTU,2021-08-15,2021-08-14,94.19,Pago em Dia
INV-0008564,5149-QYTTU,2021-07-15,2021-07-09,96.25,Pago em Dia
INV-0008565,5149-QYTTU,2021-06-15,2021-06-10,92.82,Pago em Dia
INV-0008566,5149-QYTTU,2021-05-15,2021-05-14,93.29,Pago em Dia
INV-0008567,5149-QYTTU,2021-04-15,2021-04-11,97.23,Pago em Dia
INV-0008568,5149-QYTTU,2021-03-15,2021-03-08,98.62,Pago em Dia
INV-0008569,5149-QYTTU,2021-02-15,2021-02-09,93.28,Pago em Dia
INV-0008570,5149-QYTTU,2021-01-15,2021-01-13,95.1,Pago em Dia
INV-0008571,5149-QYTTU,2020-12-15,2020-12-12,93.46,Pago em Dia
INV-0008572,5149-QYTTU,2020-11-15,2020-11-13,94.46,Pago em Dia
INV-0008573,5149-QYTTU,2020-10-15,2020-10-13,95.44,Pago em Dia
INV-0008574,5149-QYTTU,2020-09-15,2020-09-08,94.92,Pago em Dia
INV-0008575,5149-QYTTU,2020-08-15,2020-08-12,95.41,Pago em Dia
INV-0008576,5149-QYTTU,2020-07-15,2020-07-12,95.36,Pago em Dia
INV-0008577,5149-QYTTU,2020-06-15,2020-06-09,95.7,Pago em Dia
INV-0008578,5149-QYTTU,2020-05-15,2020-05-08,95.69,Pago em Dia
INV-0008579,5149-QYTTU,2020-04-15,2020-05-05,94.36,Pago com Atraso
INV-0008580,5149-QYTTU,2020-03-15,2020-03-09,96.38,Pago em Dia
INV-0008581,5149-QYTTU,2020-02-15,2020-02-09,93.62,Pago em Dia
INV-0008582,5149-QYTTU,2020-01-15,2020-01-09,91.59,Pago em Dia
INV-0008583,2065-MMKGR,2025-11-15,2025-11-14,71.83,Pago em Dia
INV-0008584,2065-MMKGR,2025-10-15,2025-10-09,72.51,Pago em Dia
INV-0008585,2065-MMKGR,2025-09-15,2025-09-09,72.71,Pago em Dia
INV-0008586,2065-MMKGR,2025-08-15,2025-08-13,71.96,Pago em Dia
INV-0008587,2065-MMKGR,2025-07-15,2025-07-13,71.25,Pago em Dia
INV-0008588,2065-MMKGR,2025-06-15,2025-06-14,69.05,Pago em Dia
INV-0008589,2065-MMKGR,2025-05-15,2025-05-09,70.87,Pago em Dia
INV-0008590,2065-MMKGR,2025-04-15,2025-04-10,69.83,Pago em Dia
INV-0008591,2065-MMKGR,2025-03-15,2025-03-13,71.22,Pago em Dia
INV-0008592,2065-MMKGR,2025-02-15,2025-02-14,72.51,Pago em Dia
INV-0008593,2065-MMKGR,2025-01-15,2025-01-12,68.92,Pago em Dia
INV-0008594,2065-MMKGR,2024-12-15,2024-12-10,67.88,Pago em Dia
INV-0008595,2065-MMKGR,2024-11-15,2024-11-09,71.05,Pago em Dia
INV-0008596,2065-MMKGR,2024-10-15,2024-10-13,71.32,Pago em Dia
INV-0008597,2065-MMKGR,2024-09-15,2024-09-09,69.13,Pago em Dia
INV-0008598,2065-MMKGR,2024-08-15,2024-08-10,71.61,Pago em Dia
INV-0008599,2065-MMKGR,2024-07-15,2024-07-14,73.47,Pago em Dia
INV-0008600,2065-MMKGR,2024-06-15,2024-06-10,74.11,Pago em Dia
INV-0008601,2065-MMKGR,2024-05-15,2024-05-10,71.46,Pago em Dia
INV-0008602,2065-MMKGR,2024-04-15,2024-04-14,68.6,Pago em Dia
INV-0008603,2065-MMKGR,2024-03-15,2024-03-08,71.03,Pago em Dia
INV-0008604,2065-MMKGR,2024-02-15,2024-02-09,69.27,Pago em Dia
INV-0008605,2065-MMKGR,2024-01-15,2024-01-10,70.98,Pago em Dia
INV-0008606,2065-MMKGR,2023-12-15,2023-12-08,69.34,Pago em Dia
INV-0008607,2065-MMKGR,2023-11-15,2023-11-08,71.46,Pago em Dia
INV-0008608,2065-MMKGR,2023-10-15,2023-10-11,71.41,Pago em Dia
INV-0008609,2065-MMKGR,2023-09-15,2023-09-13,70.11,Pago em Dia
INV-0008610,2065-MMKGR,2023-08-15,2023-08-13,71.65,Pago em Dia
INV-0008611,2065-MMKGR,2023-07-15,2023-07-08,69.46,Pago em Dia
INV-0008612,1265-ZFOSD,2025-11-15,2025-11-09,83.5,Pago em Dia
INV-0008613,1265-ZFOSD,2025-10-15,2025-10-20,79.4,Pago com Atraso
INV-0008614,1265-ZFOSD,2025-09-15,2025-09-08,82.28,Pago em Dia
INV-0008615,1265-ZFOSD,2025-08-15,2025-08-10,79.54,Pago em Dia
INV-0008616,1265-ZFOSD,2025-07-15,2025-07-11,78.66,Pago em Dia
INV-0008617,1265-ZFOSD,2025-06-15,2025-06-12,80.27,Pago em Dia
INV-0008618,1265-ZFOSD,2025-05-15,2025-05-09,81.23,Pago em Dia
INV-0008619,1265-ZFOSD,2025-04-15,2025-04-14,80.06,Pago em Dia
INV-0008620,1265-ZFOSD,2025-03-15,2025-03-12,81.19,Pago em Dia
INV-0008621,1265-ZFOSD,2025-02-15,2025-02-13,82.23,Pago em Dia
INV-0008622,1265-ZFOSD,2025-01-15,2025-01-11,82.33,Pago em Dia
INV-0008623,1265-ZFOSD,2024-12-15,2024-12-27,78.96,Pago com Atraso
INV-0008624,1265-ZFOSD,2024-11-15,2024-11-24,82.41,Pago com Atraso
INV-0008625,1265-ZFOSD,2024-10-15,2024-10-13,81.43,Pago em Dia
INV-0008626,1265-ZFOSD,2024-09-15,2024-09-12,81.46,Pago em Dia
INV-0008627,1265-ZFOSD,2024-08-15,2024-08-14,77.95,Pago em Dia
INV-0008628,1265-ZFOSD,2024-07-15,2024-07-13,80.51,Pago em Dia
INV-0008629,1265-ZFOSD,2024-06-15,2024-06-14,81.03,Pago em Dia
INV-0008630,1265-ZFOSD,2024-05-15,2024-05-11,81.27,Pago em Dia
INV-0008631,1265-ZFOSD,2024-04-15,2024-04-13,80.16,Pago em Dia
INV-0008632,1265-ZFOSD,2024-03-15,2024-03-25,79.15,Pago com Atraso
INV-0008633,1265-ZFOSD,2024-02-15,2024-02-18,79.44,Pago com Atraso
INV-0008634,1265-ZFOSD,2024-01-15,2024-01-13,82.04,Pago em Dia
INV-0008635,1265-ZFOSD,2023-12-15,2023-12-16,79.4,Pago com Atraso
INV-0008636,1265-ZFOSD,2023-11-15,2023-11-09,83.89,Pago em Dia
INV-0008637,1265-ZFOSD,2023-10-15,2023-10-08,79.0,Pago em Dia
INV-0008638,1265-ZFOSD,2023-09-15,2023-09-09,82.11,Pago em Dia
INV-0008639,1265-ZFOSD,2023-08-15,2023-08-22,79.41,Pago com Atraso
INV-0008640,1265-ZFOSD,2023-07-15,2023-07-10,82.97,Pago em Dia
INV-0008641,1265-ZFOSD,2023-06-15,2023-06-11,81.08,Pago em Dia
INV-0008642,1265-ZFOSD,2023-05-15,2023-05-09,82.07,Pago em Dia
