log_id,customerID,mes_referencia,gb_download
LOG-0011836,1676-MQAOA,2020-08-01,80.98
LOG-0011837,1676-MQAOA,2020-07-01,109.45
LOG-0011838,1676-MQAOA,2020-06-01,121.98
LOG-0011839,1676-MQAOA,2020-05-01,118.47
LOG-0011840,1676-MQAOA,2020-04-01,98.72
LOG-0011841,1676-MQAOA,2020-03-01,122.6
LOG-0011842,1676-MQAOA,2020-02-01,117.8
LOG-0011843,1676-MQAOA,2020-01-01,100.21
LOG-0011844,1676-MQAOA,2019-12-01,87.09
LOG-0011845,2085-BOJKI,2025-11-01,275.92
LOG-0011846,2085-BOJKI,2025-10-01,307.98
LOG-0011847,2085-BOJKI,2025-09-01,407.92
LOG-0011848,2085-BOJKI,2025-08-01,380.85
LOG-0011849,2085-BOJKI,2025-07-01,507.77
LOG-0011850,2085-BOJKI,2025-06-01,325.41
LOG-0011851,2085-BOJKI,2025-05-01,467.07
LOG-0011852,2085-BOJKI,2025-04-01,521.12
LOG-0011853,2085-BOJKI,2025-03-01,398.12
LOG-0011854,2085-BOJKI,2025-02-01,448.79
LOG-0011855,2085-BOJKI,2025-01-01,384.06
LOG-0011856,2085-BOJKI,2024-12-01,544.03
LOG-0011857,2085-BOJKI,2024-11-01,351.9
LOG-0011858,2085-BOJKI,2024-10-01,463.82
LOG-0011859,2085-BOJKI,2024-09-01,441.49
LOG-0011860,2085-BOJKI,2024-08-01,513.94
LOG-0011861,2085-BOJKI,2024-07-01,460.15
LOG-0011862,9947-OTFQU,2025-11-01,41.75
LOG-0011863,9947-OTFQU,2025-10-01,24.79
LOG-0011864,9947-OTFQU,2025-09-01,368.89
LOG-0011865,9947-OTFQU,2025-08-01,262.2
LOG-0011866,9947-OTFQU,2025-07-01,301.21
LOG-0011867,9947-OTFQU,2025-06-01,234.6
LOG-0011868,9947-OTFQU,2025-05-01,319.92
LOG-0011869,9947-OTFQU,2025-04-01,317.98
LOG-0011870,9947-OTFQU,2025-03-01,172.11
LOG-0011871,9947-OTFQU,2025-02-01,227.08
LOG-0011872,9947-OTFQU,2025-01-01,368.66
LOG-0011873,9947-OTFQU,2024-12-01,223.11
LOG-0011874,9947-OTFQU,2024-11-01,325.81
LOG-0011875,9947-OTFQU,2024-10-01,223.52
LOG-0011876,9947-OTFQU,2024-09-01,202.48
LOG-0011877,9776-OJUZI,2025-11-01,448.47
LOG-0011878,9776-OJUZI,2025-10-01,396.7
LOG-0011879,9776-OJUZI,2025-09-01,450.63
LOG-0011880,9776-OJUZI,2025-08-01,327.93
LOG-0011881,9776-OJUZI,2025-07-01,341.1
LOG-0011882,9776-OJUZI,2025-06-01,345.09
LOG-0011883,9776-OJUZI,2025-05-01,381.93
LOG-0011884,9776-OJUZI,2025-04-01,269.51
LOG-0011885,9776-OJUZI,2025-03-01,302.86
LOG-0011886,9776-OJUZI,2025-02-01,356.58
LOG-0011887,9776-OJUZI,2025-01-01,382.02
LOG-0011888,9776-OJUZI,2024-12-01,255.81
LOG-0011889,9776-OJUZI,2024-11-01,242.37
LOG-0011890,9776-OJUZI,2024-10-01,276.81
LOG-0011891,9776-OJUZI,2024-09-01,314.71
LOG-0011892,9776-OJUZI,2024-08-01,267.68
LOG-0011893,9776-OJUZI,2024-07-01,377.26
LOG-0011894,9776-OJUZI,2024-06-01,290.69
LOG-0011895,9776-OJUZI,2024-05-01,324.31
LOG-0011896,9776-OJUZI,2024-04-01,327.5
LOG-0011897,9776-OJUZI,2024-03-01,335.9
LOG-0011898,9776-OJUZI,2024-02-01,330.45
LOG-0011899,9776-OJUZI,2024-01-01,253.33
LOG-0011900,9776-OJUZI,2023-12-01,387.8
LOG-0011901,9776-OJUZI,2023-11-01,366.37
LOG-0011902,9776-OJUZI,2023-10-01,352.19
LOG-0011903,9776-OJUZI,2023-09-01,344.66
LOG-0011904,9776-OJUZI,2023-08-01,283.76
LOG-0011905,9776-OJUZI,2023-07-01,289.5
LOG-0011906,9776-OJUZI,2023-06-01,248.95
LOG-0011907,9776-OJUZI,2023-05-01,293.11
LOG-0011908,9776-OJUZI,2023-04-01,306.16
LOG-0011909,9776-OJUZI,2023-03-01,230.78
LOG-0011910,9776-OJUZI,2023-02-01,277.34
LOG-0011911,9776-OJUZI,2023-01-01,292.04
LOG-0011912,9776-OJUZI,2022-12-01,199.04
LOG-0011913,9776-OJUZI,2022-11-01,259.91
LOG-0011914,9776-OJUZI,2022-10-01,361.46
LOG-0011915,9776-OJUZI,2022-09-01,289.74
LOG-0011916,9776-OJUZI,2022-08-01,235.87
LOG-0011917,9776-OJUZI,2022-07-01,359.07
LOG-0011918,9776-OJUZI,2022-06-01,358.82
LOG-0011919,9776-OJUZI,2022-05-01,317.72
LOG-0011920,9776-OJUZI,2022-04-01,380.23
LOG-0011921,9776-OJUZI,2022-03-01,350.54
LOG-0011922,9776-OJUZI,2022-02-01,227.97
LOG-0011923,9776-OJUZI,2022-01-01,406.01
LOG-0011924,9776-OJUZI,2021-12-01,374.7
LOG-0011925,9776-OJUZI,2021-11-01,349.2
LOG-0011926,9776-OJUZI,2021-10-01,320.55
LOG-0011927,9776-OJUZI,2021-09-01,157.34
LOG-0011928,9776-OJUZI,2021-08-01,204.2
LOG-0011929,9776-OJUZI,2021-07-01,342.49
LOG-0011930,9776-OJUZI,2021-06-01,375.89
LOG-0011931,9776-OJUZI,2021-05-01,254.24
LOG-0011932,9776-OJUZI,2021-04-01,346.58
LOG-0011933,9776-OJUZI,2021-03-01,364.16
LOG-0011934,9776-OJUZI,2021-02-01,306.58
LOG-0011935,9776-OJUZI,2021-01-01,325.85
LOG-0011936,9776-OJUZI,2020-12-01,328.14
LOG-0011937,9776-OJUZI,2020-11-01,333.58
LOG-0011938,9776-OJUZI,2020-10-01,293.96
LOG-0011939,9776-OJUZI,2020-09-01,274.59
LOG-0011940,9776-OJUZI,2020-08-01,239.67
LOG-0011941,9776-OJUZI,2020-07-01,392.62
LOG-0011942,4098-NAUKP,2025-11-01,231.38
LOG-0011943,4098-NAUKP,2025-10-01,208.96
LOG-0011944,4098-NAUKP,2025-09-01,240.14
LOG-0011945,4098-NAUKP,2025-08-01,349.16
LOG-0011946,4098-NAUKP,2025-07-01,260.52
LOG-0011947,4098-NAUKP,2025-06-01,361.07
LOG-0011948,4098-NAUKP,2025-05-01,313.09
LOG-0011949,4098-NAUKP,2025-04-01,228.66
LOG-0011950,4098-NAUKP,2025-03-01,406.85
LOG-0011951,4098-NAUKP,2025-02-01,277.85
LOG-0011952,4098-NAUKP,2025-01-01,223.39
LOG-0011953,4098-NAUKP,2024-12-01,253.44
LOG-0011954,4098-NAUKP,2024-11-01,335.39
LOG-0011955,4098-NAUKP,2024-10-01,225.63
LOG-0011956,4098-NAUKP,2024-09-01,281.54
LOG-0011957,4098-NAUKP,2024-08-01,334.45
LOG-0011958,4098-NAUKP,2024-07-01,64.82
LOG-0011959,4098-NAUKP,2024-06-01,239.7
LOG-0011960,4098-NAUKP,2024-05-01,291.95
LOG-0011961,4098-NAUKP,2024-04-01,179.02
LOG-0011962,4098-NAUKP,2024-03-01,217.95
LOG-0011963,4098-NAUKP,2024-02-01,225.21
LOG-0011964,4098-NAUKP,2024-01-01,351.93
LOG-0011965,4098-NAUKP,2023-12-01,221.93
LOG-0011966,4098-NAUKP,2023-11-01,289.2
LOG-0011967,4098-NAUKP,2023-10-01,276.92
LOG-0011968,4098-NAUKP,2023-09-01,179.0
LOG-0011969,4098-NAUKP,2023-08-01,299.56
LOG-0011970,4098-NAUKP,2023-07-01,146.98
LOG-0011971,4098-NAUKP,2023-06-01,337.07
LOG-0011972,4098-NAUKP,2023-05-01,205.44
LOG-0011973,4098-NAUKP,2023-04-01,304.8
LOG-0011974,4098-NAUKP,2023-03-01,285.08
LOG-0011975,4098-NAUKP,2023-02-01,189.34
LOG-0011976,4098-NAUKP,2023-01-01,320.42
LOG-0011977,4098-NAUKP,2022-12-01,256.39
LOG-0011978,4098-NAUKP,2022-11-01,346.92
LOG-0011979,4098-NAUKP,2022-10-01,293.4
LOG-0011980,4098-NAUKP,2022-09-01,217.17
LOG-0011981,4098-NAUKP,2022-08-01,301.99
LOG-0011982,4098-NAUKP,2022-07-01,159.32
LOG-0011983,4098-NAUKP,2022-06-01,320.27
LOG-0011984,4098-NAUKP,2022-05-01,352.91
LOG-0011985,4098-NAUKP,2022-04-01,374.07
LOG-0011986,4098-NAUKP,2022-03-01,276.71
LOG-0011987,4098-NAUKP,2022-02-01,225.09
LOG-0011988,4098-NAUKP,2022-01-01,318.25
LOG-0011989,4098-NAUKP,2021-12-01,286.11
LOG-0011990,4098-NAUKP,2021-11-01,308.51
LOG-0011991,4098-NAUKP,2021-10-01,241.32
LOG-0011992,4098-NAUKP,2021-09-01,283.69
LOG-0011993,4098-NAUKP,2021-08-01,300.72
LOG-0011994,4098-NAUKP,2021-07-01,360.74
LOG-0011995,4098-NAUKP,2021-06-01,322.87
LOG-0011996,4098-NAUKP,2021-05-01,316.75
LOG-0011997,4098-NAUKP,2021-04-01,152.21
LOG-0011998,4098-NAUKP,2021-03-01,318.47
LOG-0011999,4098-NAUKP,2021-02-01,340.17
LOG-0012000,4098-NAUKP,2021-01-01,240.24
LOG-0012001,4098-NAUKP,2020-12-01,271.04
LOG-0012002,4098-NAUKP,2020-11-01,171.37
LOG-0012003,4098-NAUKP,2020-10-01,183.51
LOG-0012004,4098-NAUKP,2020-09-01,387.28
LOG-0012005,4098-NAUKP,2020-08-01,228.71
LOG-0012006,4098-NAUKP,2020-07-01,346.8
LOG-0012007,4098-NAUKP,2020-06-01,253.55
LOG-0012008,4098-NAUKP,2020-05-01,223.2
LOG-0012009,4098-NAUKP,2020-04-01,250.95
LOG-0012010,9795-SHUHB,2025-11-01,48.01
LOG-0012011,9795-SHUHB,2025-10-01,35.07
LOG-0012012,9795-SHUHB,2025-09-01,24.03
LOG-0012013,9795-SHUHB,2025-08-01,60.0
LOG-0012014,9795-SHUHB,2025-07-01,23.43
LOG-0012015,9795-SHUHB,2025-06-01,30.75
LOG-0012016,9795-SHUHB,2025-05-01,21.73
LOG-0012017,9795-SHUHB,2025-04-01,63.17
LOG-0012018,9795-SHUHB,2025-03-01,14.73
LOG-0012019,9795-SHUHB,2025-02-01,51.73
LOG-0012020,9795-SHUHB,2025-01-01,47.26
LOG-0012021,9795-SHUHB,2024-12-01,60.82
LOG-0012022,9795-SHUHB,2024-11-01,41.56
LOG-0012023,9795-SHUHB,2024-10-01,40.51
LOG-0012024,9795-SHUHB,2024-09-01,50.78
LOG-0012025,9795-SHUHB,2024-08-01,56.77
LOG-0012026,9795-SHUHB,2024-07-01,81.97
LOG-0012027,9795-SHUHB,2024-06-01,32.65
LOG-0012028,9795-SHUHB,2024-05-01,46.41
LOG-0012029,9795-SHUHB,2024-04-01,69.83
LOG-0012030,9795-SHUHB,2024-03-01,53.49
LOG-0012031,9795-SHUHB,2024-02-01,43.92
LOG-0012032,9795-SHUHB,2024-01-01,19.59
LOG-0012033,9795-SHUHB,2023-12-01,48.8
LOG-0012034,9795-SHUHB,2023-11-01,73.37
LOG-0012035,9795-SHUHB,2023-10-01,42.64
LOG-0012036,9795-SHUHB,2023-09-01,42.26
LOG-0012037,9795-SHUHB,2023-08-01,55.66
LOG-0012038,9795-SHUHB,2023-07-01,55.45
LOG-0012039,9795-SHUHB,2023-06-01,54.7
LOG-0012040,9795-SHUHB,2023-05-01,34.49
LOG-0012041,9795-SHUHB,2023-04-01,32.32
LOG-0012042,9795-SHUHB,2023-03-01,58.32
LOG-0012043,9795-SHUHB,2023-02-01,36.52
LOG-0012044,9795-SHUHB,2023-01-01,46.62
LOG-0012045,9795-SHUHB,2022-12-01,82.38
LOG-0012046,9795-SHUHB,2022-11-01,59.54
LOG-0012047,9795-SHUHB,2022-10-01,53.94
LOG-0012048,9795-SHUHB,2022-09-01,67.14
LOG-0012049,9795-SHUHB,2022-08-01,70.67
LOG-0012050,9795-SHUHB,2022-07-01,27.12
LOG-0012051,9795-SHUHB,2022-06-01,76.89
LOG-0012052,9795-SHUHB,2022-05-01,51.39
LOG-0012053,9795-SHUHB,2022-04-01,79.57
LOG-0012054,9795-SHUHB,2022-03-01,49.3
LOG-0012055,9795-SHUHB,2022-02-01,22.8
LOG-0012056,9795-SHUHB,2022-01-01,22.98
LOG-0012057,9795-SHUHB,2021-12-01,49.47
LOG-0012058,9795-SHUHB,2021-11-01,37.27
LOG-0012059,9795-SHUHB,2021-10-01,90.96
LOG-0012060,9795-SHUHB,2021-09-01,26.34
LOG-0012061,9795-SHUHB,2021-08-01,50.58
LOG-0012062,9795-SHUHB,2021-07-01,63.79
LOG-0012063,9795-SHUHB,2021-06-01,39.62
LOG-0012064,9795-SHUHB,2021-05-01,58.95
LOG-0012065,9795-SHUHB,2021-04-01,79.1
LOG-0012066,9795-SHUHB,2021-03-01,52.48
LOG-0012067,9795-SHUHB,2021-02-01,31.22
LOG-0012068,9795-SHUHB,2021-01-01,59.61
LOG-0012069,9795-SHUHB,2020-12-01,56.04
LOG-0012070,9795-SHUHB,2020-11-01,54.66
LOG-0012071,9795-SHUHB,2020-10-01,23.19
LOG-0012072,9795-SHUHB,2020-09-01,47.19
LOG-0012073,9795-SHUHB,2020-08-01,63.02
LOG-0012074,9795-SHUHB,2020-07-01,54.09
LOG-0012075,9795-SHUHB,2020-06-01,73.09
LOG-0012076,2988-GBIVW,2025-11-01,384.33
LOG-0012077,2988-GBIVW,2025-10-01,389.94
LOG-0012078,2988-GBIVW,2025-09-01,346.7
LOG-0012079,2988-GBIVW,2025-08-01,352.03
LOG-0012080,2988-GBIVW,2025-07-01,306.28
LOG-0012081,2988-GBIVW,2025-06-01,422.35
LOG-0012082,2988-GBIVW,2025-05-01,380.22
LOG-0012083,2988-GBIVW,2025-04-01,379.06
LOG-0012084,2988-GBIVW,2025-03-01,299.37
LOG-0012085,2988-GBIVW,2025-02-01,341.65
LOG-0012086,2988-GBIVW,2025-01-01,370.5
LOG-0012087,2988-GBIVW,2024-12-01,325.9
LOG-0012088,2988-GBIVW,2024-11-01,333.84
LOG-0012089,2988-GBIVW,2024-10-01,194.97
LOG-0012090,2988-GBIVW,2024-09-01,387.47
LOG-0012091,2988-GBIVW,2024-08-01,309.6
LOG-0012092,2988-GBIVW,2024-07-01,325.75
LOG-0012093,2988-GBIVW,2024-06-01,353.22
LOG-0012094,2988-GBIVW,2024-05-01,319.63
LOG-0012095,2988-GBIVW,2024-04-01,452.1
LOG-0012096,2988-GBIVW,2024-03-01,331.77
LOG-0012097,2988-GBIVW,2024-02-01,280.46
LOG-0012098,2988-GBIVW,2024-01-01,350.05
LOG-0012099,2988-GBIVW,2023-12-01,408.97
LOG-0012100,2988-GBIVW,2023-11-01,396.62
LOG-0012101,2988-GBIVW,2023-10-01,342.08
LOG-0012102,2988-GBIVW,2023-09-01,374.87
LOG-0012103,2988-GBIVW,2023-08-01,378.09
LOG-0012104,2988-GBIVW,2023-07-01,370.5
LOG-0012105,2988-GBIVW,2023-06-01,275.67
LOG-0012106,2988-GBIVW,2023-05-01,288.38
LOG-0012107,2988-GBIVW,2023-04-01,346.74
LOG-0012108,2988-GBIVW,2023-03-01,312.19
LOG-0012109,2988-GBIVW,2023-02-01,252.23
LOG-0012110,2988-GBIVW,2023-01-01,305.56
LOG-0012111,2988-GBIVW,2022-12-01,246.2
LOG-0012112,2988-GBIVW,2022-11-01,409.87
LOG-0012113,2988-GBIVW,2022-10-01,254.13
LOG-0012114,2988-GBIVW,2022-09-01,329.21
LOG-0012115,2988-GBIVW,2022-08-01,263.13
LOG-0012116,2988-GBIVW,2022-07-01,225.61
LOG-0012117,2988-GBIVW,2022-06-01,371.0
LOG-0012118,2988-GBIVW,2022-05-01,389.61
LOG-0012119,2988-GBIVW,2022-04-01,263.62
LOG-0012120,2988-GBIVW,2022-03-01,351.46
LOG-0012121,2988-GBIVW,2022-02-01,332.65
LOG-0012122,2988-GBIVW,2022-01-01,315.31
LOG-0012123,2988-GBIVW,2021-12-01,312.82
LOG-0012124,2988-GBIVW,2021-11-01,275.93
LOG-0012125,2988-GBIVW,2021-10-01,354.32
LOG-0012126,2988-GBIVW,2021-09-01,324.17
LOG-0012127,2988-GBIVW,2021-08-01,320.23
LOG-0012128,2988-GBIVW,2021-07-01,422.41
LOG-0012129,2988-GBIVW,2021-06-01,374.62
LOG-0012130,2988-GBIVW,2021-05-01,245.84
LOG-0012131,2988-GBIVW,2021-04-01,380.55
LOG-0012132,2988-GBIVW,2021-03-01,427.7
LOG-0012133,2988-GBIVW,2021-02-01,311.16
LOG-0012134,2988-GBIVW,2021-01-01,316.47
LOG-0012135,2988-GBIVW,2020-12-01,255.29
LOG-0012136,2988-GBIVW,2020-11-01,393.78
LOG-0012137,2988-GBIVW,2020-10-01,409.0
LOG-0012138,2988-GBIVW,2020-09-01,289.24
LOG-0012139,2988-GBIVW,2020-08-01,274.38
LOG-0012140,2988-GBIVW,2020-07-01,358.0
LOG-0012141,2988-GBIVW,2020-06-01,332.2
LOG-0012142,2988-GBIVW,2020-05-01,351.62
LOG-0012143,2988-GBIVW,2020-04-01,303.02
LOG-0012144,2988-GBIVW,2020-03-01,413.12
LOG-0012145,2988-GBIVW,2020-02-01,422.48
LOG-0012146,3665-JATSN,2025-11-01,93.55
LOG-0012147,3665-JATSN,2025-10-01,118.11
LOG-0012148,3665-JATSN,2025-09-01,99.08
LOG-0012149,3665-JATSN,2025-08-01,96.96
LOG-0012150,3665-JATSN,2025-07-01,88.34
LOG-0012151,3665-JATSN,2025-06-01,81.97
LOG-0012152,3665-JATSN,2025-05-01,106.53
LOG-0012153,3665-JATSN,2025-04-01,82.56
LOG-0012154,3665-JATSN,2025-03-01,124.48
LOG-0012155,3665-JATSN,2025-02-01,92.97
LOG-0012156,3665-JATSN,2025-01-01,123.97
LOG-0012157,3665-JATSN,2024-12-01,130.18
LOG-0012158,3665-JATSN,2024-11-01,114.39
LOG-0012159,3665-JATSN,2024-10-01,102.48
LOG-0012160,3665-JATSN,2024-09-01,130.31
LOG-0012161,3665-JATSN,2024-08-01,100.44
LOG-0012162,3665-JATSN,2024-07-01,120.16
LOG-0012163,3665-JATSN,2024-06-01,111.93
LOG-0012164,3665-JATSN,2024-05-01,111.89
LOG-0012165,6576-FBXOJ,2025-11-01,169.74
LOG-0012166,6576-FBXOJ,2025-10-01,158.52
LOG-0012167,6576-FBXOJ,2025-09-01,159.12
LOG-0012168,6576-FBXOJ,2025-08-01,148.61
LOG-0012169,6576-FBXOJ,2025-07-01,154.31
LOG-0012170,6576-FBXOJ,2025-06-01,152.52
LOG-0012171,6576-FBXOJ,2025-05-01,175.02
LOG-0012172,6576-FBXOJ,2025-04-01,179.21
LOG-0012173,6576-FBXOJ,2025-03-01,189.53
LOG-0012174,6576-FBXOJ,2025-02-01,170.41
LOG-0012175,6576-FBXOJ,2025-01-01,143.34
LOG-0012176,6576-FBXOJ,2024-12-01,161.65
LOG-0012177,6576-FBXOJ,2024-11-01,177.21
LOG-0012178,6576-FBXOJ,2024-10-01,166.98
LOG-0012179,6576-FBXOJ,2024-09-01,150.0
LOG-0012180,6576-FBXOJ,2024-08-01,202.74
LOG-0012181,6576-FBXOJ,2024-07-01,163.96
LOG-0012182,5590-BYNII,2025-11-01,26.61
LOG-0012183,5590-BYNII,2025-10-01,37.55
LOG-0012184,5590-BYNII,2025-09-01,391.21
LOG-0012185,5590-BYNII,2025-08-01,455.45
LOG-0012186,5590-BYNII,2025-07-01,349.63
LOG-0012187,5590-BYNII,2025-06-01,435.53
LOG-0012188,5590-BYNII,2025-05-01,315.1
LOG-0012189,5590-BYNII,2025-04-01,331.88
LOG-0012190,5590-BYNII,2025-03-01,365.31
LOG-0012191,5590-BYNII,2025-02-01,381.76
LOG-0012192,5590-BYNII,2025-01-01,419.14
LOG-0012193,5590-BYNII,2024-12-01,385.6
LOG-0012194,5590-BYNII,2024-11-01,354.27
LOG-0012195,5590-BYNII,2024-10-01,300.47
LOG-0012196,5590-BYNII,2024-09-01,329.73
LOG-0012197,5590-BYNII,2024-08-01,291.72
LOG-0012198,5590-BYNII,2024-07-01,397.07
LOG-0012199,5590-BYNII,2024-06-01,330.7
LOG-0012200,5590-BYNII,2024-05-01,344.72
LOG-0012201,5590-BYNII,2024-04-01,296.05
LOG-0012202,5590-BYNII,2024-03-01,424.5
LOG-0012203,5590-BYNII,2024-02-01,336.27
LOG-0012204,7064-FRRSW,2025-11-01,357.85
LOG-0012205,7064-FRRSW,2025-10-01,430.0
LOG-0012206,7064-FRRSW,2025-09-01,382.37
LOG-0012207,7064-FRRSW,2025-08-01,485.05
LOG-0012208,7064-FRRSW,2025-07-01,508.15
LOG-0012209,7064-FRRSW,2025-06-01,494.23
LOG-0012210,7064-FRRSW,2025-05-01,423.2
LOG-0012211,7064-FRRSW,2025-04-01,501.88
LOG-0012212,7064-FRRSW,2025-03-01,366.61
LOG-0012213,7064-FRRSW,2025-02-01,487.57
LOG-0012214,7064-FRRSW,2025-01-01,381.76
LOG-0012215,7064-FRRSW,2024-12-01,383.51
LOG-0012216,7064-FRRSW,2024-11-01,481.94
LOG-0012217,7064-FRRSW,2024-10-01,432.98
LOG-0012218,7064-FRRSW,2024-09-01,447.6
LOG-0012219,7064-FRRSW,2024-08-01,331.73
LOG-0012220,7064-FRRSW,2024-07-01,488.61
LOG-0012221,7064-FRRSW,2024-06-01,547.41
LOG-0012222,7064-FRRSW,2024-05-01,368.17
LOG-0012223,7064-FRRSW,2024-04-01,484.2
LOG-0012224,7064-FRRSW,2024-03-01,369.1
LOG-0012225,7064-FRRSW,2024-02-01,464.62
LOG-0012226,7064-FRRSW,2024-01-01,298.28
LOG-0012227,7064-FRRSW,2023-12-01,375.84
LOG-0012228,7064-FRRSW,2023-11-01,418.25
LOG-0012229,7064-FRRSW,2023-10-01,365.88
LOG-0012230,7064-FRRSW,2023-09-01,475.74
LOG-0012231,7064-FRRSW,2023-08-01,315.82
LOG-0012232,7064-FRRSW,2023-07-01,250.48
LOG-0012233,7064-FRRSW,2023-06-01,385.23
LOG-0012234,7064-FRRSW,2023-05-01,476.09
LOG-0012235,7064-FRRSW,2023-04-01,246.51
LOG-0012236,7064-FRRSW,2023-03-01,526.23
LOG-0012237,7064-FRRSW,2023-02-01,375.89
LOG-0012238,7064-FRRSW,2023-01-01,239.84
LOG-0012239,7064-FRRSW,2022-12-01,507.1
LOG-0012240,7064-FRRSW,2022-11-01,450.48
LOG-0012241,7064-FRRSW,2022-10-01,426.88
LOG-0012242,7064-FRRSW,2022-09-01,358.47
LOG-0012243,7064-FRRSW,2022-08-01,415.19
LOG-0012244,7064-FRRSW,2022-07-01,322.52
LOG-0012245,7064-FRRSW,2022-06-01,448.5
LOG-0012246,7064-FRRSW,2022-05-01,459.72
LOG-0012247,7064-FRRSW,2022-04-01,480.21
LOG-0012248,7064-FRRSW,2022-03-01,322.56
LOG-0012249,7064-FRRSW,2022-02-01,314.56
LOG-0012250,7064-FRRSW,2022-01-01,428.48
LOG-0012251,7064-FRRSW,2021-12-01,352.75
LOG-0012252,7820-ZYGNY,2025-11-01,436.74
LOG-0012253,7820-ZYGNY,2025-10-01,354.71
LOG-0012254,7820-ZYGNY,2025-09-01,351.79
LOG-0012255,7820-ZYGNY,2025-08-01,316.47
LOG-0012256,7820-ZYGNY,2025-07-01,259.08
LOG-0012257,7820-ZYGNY,2025-06-01,398.26
LOG-0012258,7820-ZYGNY,2025-05-01,409.9
LOG-0012259,7820-ZYGNY,2025-04-01,324.31
LOG-0012260,7820-ZYGNY,2025-03-01,207.13
LOG-0012261,7820-ZYGNY,2025-02-01,241.62
LOG-0012262,7820-ZYGNY,2025-01-01,374.83
LOG-0012263,7820-ZYGNY,2024-12-01,318.85
LOG-0012264,7820-ZYGNY,2024-11-01,367.07
LOG-0012265,7820-ZYGNY,2024-10-01,480.13
LOG-0012266,7820-ZYGNY,2024-09-01,322.26
LOG-0012267,7820-ZYGNY,2024-08-01,397.81
LOG-0012268,7820-ZYGNY,2024-07-01,287.62
LOG-0012269,7820-ZYGNY,2024-06-01,285.28
LOG-0012270,7820-ZYGNY,2024-05-01,333.91
LOG-0012271,7820-ZYGNY,2024-04-01,217.2
LOG-0012272,7820-ZYGNY,2024-03-01,202.44
LOG-0012273,7820-ZYGNY,2024-02-01,212.48
LOG-0012274,7820-ZYGNY,2024-01-01,313.9
LOG-0012275,7820-ZYGNY,2023-12-01,327.24
LOG-0012276,7820-ZYGNY,2023-11-01,297.32
LOG-0012277,7820-ZYGNY,2023-10-01,374.05
LOG-0012278,7820-ZYGNY,2023-09-01,436.49
LOG-0012279,7820-ZYGNY,2023-08-01,417.46
LOG-0012280,7820-ZYGNY,2023-07-01,450.31
LOG-0012281,7820-ZYGNY,2023-06-01,291.41
LOG-0012282,7820-ZYGNY,2023-05-01,364.73
LOG-0012283,7820-ZYGNY,2023-04-01,380.31
LOG-0012284,7820-ZYGNY,2023-03-01,387.73
LOG-0012285,7820-ZYGNY,2023-02-01,374.82
LOG-0012286,7820-ZYGNY,2023-01-01,456.99
LOG-0012287,7820-ZYGNY,2022-12-01,289.04
LOG-0012288,7820-ZYGNY,2022-11-01,322.37
LOG-0012289,7820-ZYGNY,2022-10-01,181.21
LOG-0012290,7820-ZYGNY,2022-09-01,374.13
LOG-0012291,7820-ZYGNY,2022-08-01,405.6
LOG-0012292,7820-ZYGNY,2022-07-01,385.79
LOG-0012293,7820-ZYGNY,2022-06-01,370.71
LOG-0012294,7820-ZYGNY,2022-05-01,357.62
LOG-0012295,7820-ZYGNY,2022-04-01,304.08
LOG-0012296,7820-ZYGNY,2022-03-01,327.39
LOG-0012297,7820-ZYGNY,2022-02-01,381.2
LOG-0012298,7820-ZYGNY,2022-01-01,353.3
LOG-0012299,7820-ZYGNY,2021-12-01,400.7
LOG-0012300,7820-ZYGNY,2021-11-01,293.62
LOG-0012301,7820-ZYGNY,2021-10-01,313.72
LOG-0012302,7820-ZYGNY,2021-09-01,266.18
LOG-0012303,7820-ZYGNY,2021-08-01,219.05
LOG-0012304,7820-ZYGNY,2021-07-01,276.56
LOG-0012305,7820-ZYGNY,2021-06-01,311.47
LOG-0012306,7820-ZYGNY,2021-05-01,488.46
LOG-0012307,7820-ZYGNY,2021-04-01,134.96
LOG-0012308,7820-ZYGNY,2021-03-01,348.76
LOG-0012309,7820-ZYGNY,2021-02-01,285.79
LOG-0012310,7820-ZYGNY,2021-01-01,349.6
LOG-0012311,7820-ZYGNY,2020-12-01,382.14
LOG-0012312,7820-ZYGNY,2020-11-01,314.39
LOG-0012313,7820-ZYGNY,2020-10-01,296.86
LOG-0012314,7820-ZYGNY,2020-09-01,395.77
LOG-0012315,7159-NOKYQ,2025-11-01,228.47
LOG-0012316,7159-NOKYQ,2025-10-01,352.36
LOG-0012317,7159-NOKYQ,2025-09-01,328.04
LOG-0012318,7159-NOKYQ,2025-08-01,208.26
LOG-0012319,7159-NOKYQ,2025-07-01,336.88
LOG-0012320,7159-NOKYQ,2025-06-01,291.43
LOG-0012321,7159-NOKYQ,2025-05-01,315.03
LOG-0012322,7159-NOKYQ,2025-04-01,335.62
LOG-0012323,7159-NOKYQ,2025-03-01,363.83
LOG-0012324,7159-NOKYQ,2025-02-01,467.41
LOG-0012325,7159-NOKYQ,2025-01-01,397.18
LOG-0012326,7159-NOKYQ,2024-12-01,324.27
LOG-0012327,7159-NOKYQ,2024-11-01,441.7
LOG-0012328,7159-NOKYQ,2024-10-01,348.18
LOG-0012329,7159-NOKYQ,2024-09-01,539.78
LOG-0012330,7159-NOKYQ,2024-08-01,178.87
LOG-0012331,7159-NOKYQ,2024-07-01,334.16
LOG-0012332,7159-NOKYQ,2024-06-01,311.94
