change_id,customerID,data_evento,tipo_alteracao,servico
CHG-001790,9244-ZVAPM,2025-10-02,ADD,DSL
CHG-001791,0719-SYFRB,2024-11-06,ADD,DSL
CHG-001792,0719-SYFRB,2025-09-01,ADD,OnlineSecurity
CHG-001793,0719-SYFRB,2024-11-19,ADD,DeviceProtection
CHG-001794,0719-SYFRB,2025-06-18,ADD,TechSupport
CHG-001795,0719-SYFRB,2025-09-13,REMOVE,TechSupport
CHG-001796,8208-EUMTE,2024-07-09,ADD,DSL
CHG-001797,8208-EUMTE,2024-12-02,ADD,OnlineSecurity
CHG-001798,8208-EUMTE,2024-08-26,ADD,OnlineBackup
CHG-001799,8208-EUMTE,2024-12-13,ADD,DeviceProtection
CHG-001800,8208-EUMTE,2025-02-07,ADD,TechSupport
CHG-001801,8208-EUMTE,2024-12-26,ADD,StreamingTV
CHG-001802,5172-MIGPM,2025-07-04,ADD,DSL
CHG-001803,5172-MIGPM,2025-07-22,ADD,TechSupport
CHG-001804,5172-MIGPM,2025-07-04,ADD,StreamingMovies
CHG-001805,1710-RCXUS,2021-08-24,ADD,Fiber optic
CHG-001806,1710-RCXUS,2024-05-15,ADD,OnlineBackup
CHG-001807,1710-RCXUS,2023-09-20,ADD,StreamingMovies
CHG-001808,5839-SUYVZ,2024-07-09,ADD,Fiber optic
CHG-001809,5839-SUYVZ,2025-08-18,ADD,TechSupport
CHG-001810,1096-ADRUX,2020-05-31,ADD,Fiber optic
CHG-001811,2001-MCUUW,2022-01-21,ADD,Fiber optic
CHG-001812,2001-MCUUW,2024-06-05,ADD,OnlineBackup
CHG-001813,2001-MCUUW,2025-08-01,ADD,DeviceProtection
CHG-001814,2001-MCUUW,2023-12-07,ADD,TechSupport
CHG-001815,2001-MCUUW,2022-01-30,ADD,StreamingTV
CHG-001816,2001-MCUUW,2025-05-30,ADD,StreamingMovies
CHG-001817,2731-GJRDG,2023-03-17,ADD,Fiber optic
CHG-001818,2731-GJRDG,2023-04-28,ADD,OnlineSecurity
CHG-001819,2731-GJRDG,2024-06-05,ADD,DeviceProtection
CHG-001820,2731-GJRDG,2024-07-09,ADD,TechSupport
CHG-001821,2731-GJRDG,2025-02-12,ADD,StreamingTV
CHG-001822,2731-GJRDG,2025-05-02,ADD,StreamingMovies
CHG-001823,4723-BEGSG,2019-12-03,ADD,DSL
CHG-001824,4723-BEGSG,2023-09-24,ADD,OnlineSecurity
CHG-001825,4723-BEGSG,2022-09-14,ADD,DeviceProtection
CHG-001826,4723-BEGSG,2021-05-20,ADD,TechSupport
CHG-001827,4723-BEGSG,2024-04-06,ADD,StreamingTV
CHG-001828,4723-BEGSG,2025-10-23,ADD,StreamingMovies
CHG-001829,6516-NKQBO,2022-09-18,ADD,DSL
CHG-001830,6516-NKQBO,2023-03-07,ADD,OnlineSecurity
CHG-001831,6516-NKQBO,2023-04-02,ADD,DeviceProtection
CHG-001832,6516-NKQBO,2023-11-30,ADD,TechSupport
CHG-001833,6516-NKQBO,2023-01-20,ADD,StreamingTV
CHG-001834,6516-NKQBO,2024-05-07,ADD,StreamingMovies
CHG-001835,8672-OAUPW,2021-08-24,ADD,DSL
CHG-001836,8672-OAUPW,2024-02-29,ADD,TechSupport
CHG-001837,8207-DMRVL,2019-12-03,ADD,Fiber optic
CHG-001838,8207-DMRVL,2020-01-20,ADD,OnlineSecurity
CHG-001839,8207-DMRVL,2020-09-22,ADD,OnlineBackup
CHG-001840,8207-DMRVL,2022-07-22,ADD,DeviceProtection
CHG-001841,8207-DMRVL,2020-09-12,ADD,TechSupport
CHG-001842,8207-DMRVL,2023-09-11,ADD,StreamingTV
CHG-001843,8207-DMRVL,2021-03-04,ADD,StreamingMovies
CHG-001844,3419-SNJJD,2020-06-30,ADD,Fiber optic
CHG-001845,3419-SNJJD,2024-05-03,ADD,OnlineSecurity
CHG-001846,3419-SNJJD,2025-01-18,ADD,DeviceProtection
CHG-001847,3419-SNJJD,2025-09-15,ADD,StreamingTV
CHG-001848,3419-SNJJD,2023-05-08,ADD,StreamingMovies
CHG-001849,3419-SNJJD,2025-09-16,REMOVE,OnlineSecurity
CHG-001850,6543-CPZMK,2025-02-04,ADD,DSL
CHG-001851,6543-CPZMK,2025-02-11,ADD,OnlineBackup
CHG-001852,4765-OXPPD,2025-02-04,ADD,DSL
CHG-001853,4765-OXPPD,2025-04-26,ADD,OnlineSecurity
CHG-001854,4765-OXPPD,2025-02-23,ADD,OnlineBackup
CHG-001855,4765-OXPPD,2025-07-18,ADD,DeviceProtection
CHG-001856,4765-OXPPD,2025-03-09,ADD,TechSupport
CHG-001857,6689-VRRTK,2022-03-22,ADD,Fiber optic
CHG-001858,6689-VRRTK,2023-01-09,ADD,OnlineSecurity
CHG-001859,6689-VRRTK,2023-03-27,ADD,OnlineBackup
CHG-001860,6689-VRRTK,2023-07-09,ADD,DeviceProtection
CHG-001861,6689-VRRTK,2023-07-09,ADD,StreamingTV
CHG-001862,6689-VRRTK,2023-07-02,ADD,StreamingMovies
CHG-001863,7138-GIRSH,2021-09-23,ADD,DSL
CHG-001864,7138-GIRSH,2024-10-07,ADD,DeviceProtection
CHG-001865,7138-GIRSH,2021-10-06,ADD,TechSupport
CHG-001866,7138-GIRSH,2025-08-28,ADD,StreamingMovies
CHG-001867,9396-ZSFLL,2024-08-08,ADD,DSL
CHG-001868,6464-KEXXH,2025-03-06,ADD,DSL
CHG-001869,7134-MJPDY,2020-05-31,ADD,Fiber optic
CHG-001870,7134-MJPDY,2023-05-17,ADD,DeviceProtection
CHG-001871,7134-MJPDY,2023-05-22,ADD,TechSupport
CHG-001872,7134-MJPDY,2023-07-21,ADD,StreamingTV
CHG-001873,7134-MJPDY,2020-08-03,ADD,StreamingMovies
CHG-001874,5240-CAOYT,2021-02-25,ADD,Fiber optic
CHG-001875,5240-CAOYT,2025-03-09,ADD,OnlineSecurity
CHG-001876,5240-CAOYT,2023-05-31,ADD,OnlineBackup
CHG-001877,5240-CAOYT,2024-05-14,ADD,TechSupport
CHG-001878,4059-IIEBK,2025-04-05,ADD,Fiber optic
CHG-001879,4059-IIEBK,2025-08-04,ADD,OnlineBackup
CHG-001880,4881-JVQOD,2025-01-05,ADD,DSL
CHG-001881,4881-JVQOD,2025-07-30,ADD,StreamingMovies
CHG-001882,0516-UXRMT,2020-09-28,ADD,Fiber optic
CHG-001883,0516-UXRMT,2025-09-17,ADD,OnlineSecurity
CHG-001884,0516-UXRMT,2024-10-13,ADD,OnlineBackup
CHG-001885,0516-UXRMT,2023-11-29,ADD,DeviceProtection
CHG-001886,4851-BQDNX,2022-07-20,ADD,Fiber optic
CHG-001887,4851-BQDNX,2024-10-03,ADD,DeviceProtection
CHG-001888,4851-BQDNX,2023-05-05,ADD,StreamingTV
CHG-001889,3003-CMDUU,2023-10-13,ADD,Fiber optic
CHG-001890,3003-CMDUU,2025-04-18,ADD,TechSupport
CHG-001891,3003-CMDUU,2025-07-13,ADD,StreamingTV
CHG-001892,3003-CMDUU,2025-07-08,ADD,StreamingMovies
CHG-001893,5016-IBERQ,2023-12-12,ADD,Fiber optic
CHG-001894,5016-IBERQ,2024-05-01,ADD,OnlineBackup
CHG-001895,5016-IBERQ,2025-04-20,ADD,DeviceProtection
CHG-001896,6797-UCJHZ,2020-05-31,ADD,Fiber optic
CHG-001897,6797-UCJHZ,2025-05-24,ADD,OnlineBackup
CHG-001898,6797-UCJHZ,2020-07-14,ADD,DeviceProtection
CHG-001899,6797-UCJHZ,2024-12-10,ADD,StreamingTV
CHG-001900,6797-UCJHZ,2021-03-18,ADD,StreamingMovies
CHG-001901,2469-DTSGX,2019-12-03,ADD,Fiber optic
CHG-001902,2469-DTSGX,2021-09-15,ADD,OnlineBackup
CHG-001903,2469-DTSGX,2025-06-21,ADD,DeviceProtection
CHG-001904,2469-DTSGX,2025-01-27,ADD,TechSupport
CHG-001905,2469-DTSGX,2020-07-25,ADD,StreamingTV
CHG-001906,2469-DTSGX,2024-08-19,ADD,StreamingMovies
CHG-001907,4554-YGZIH,2021-10-23,ADD,Fiber optic
CHG-001908,4554-YGZIH,2025-04-26,ADD,OnlineBackup
CHG-001909,4554-YGZIH,2022-01-13,ADD,StreamingMovies
CHG-001910,5099-BAILX,2022-04-21,ADD,Fiber optic
CHG-001911,5099-BAILX,2022-11-30,ADD,OnlineBackup
CHG-001912,5099-BAILX,2022-07-11,ADD,DeviceProtection
CHG-001913,5099-BAILX,2023-03-11,ADD,TechSupport
CHG-001914,5099-BAILX,2025-01-05,ADD,StreamingTV
CHG-001915,5099-BAILX,2025-06-28,ADD,StreamingMovies
CHG-001916,5099-BAILX,2025-08-05,REMOVE,StreamingTV
CHG-001917,9931-KGHOA,2022-01-21,ADD,DSL
CHG-001918,9931-KGHOA,2022-04-08,ADD,OnlineSecurity
CHG-001919,1775-KWJKQ,2019-12-03,ADD,DSL
CHG-001920,1775-KWJKQ,2020-07-12,ADD,OnlineSecurity
CHG-001921,1775-KWJKQ,2021-04-27,ADD,OnlineBackup
CHG-001922,1775-KWJKQ,2021-05-09,ADD,DeviceProtection
CHG-001923,1775-KWJKQ,2021-05-21,ADD,TechSupport
CHG-001924,1775-KWJKQ,2024-06-24,ADD,StreamingTV
CHG-001925,1775-KWJKQ,2022-03-24,ADD,StreamingMovies
CHG-001926,9411-TPQQV,2022-07-20,ADD,DSL
CHG-001927,9411-TPQQV,2025-04-04,ADD,OnlineSecurity
CHG-001928,9411-TPQQV,2025-08-20,ADD,TechSupport
CHG-001929,9411-TPQQV,2025-03-19,ADD,StreamingTV
CHG-001930,9411-TPQQV,2022-11-30,ADD,StreamingMovies
CHG-001931,7207-RMRDB,2020-06-30,ADD,Fiber optic
CHG-001932,7207-RMRDB,2025-03-17,ADD,OnlineBackup
CHG-001933,7207-RMRDB,2022-05-25,ADD,DeviceProtection
CHG-001934,7207-RMRDB,2024-10-04,ADD,StreamingTV
CHG-001935,7207-RMRDB,2021-08-28,ADD,StreamingMovies
CHG-001936,7207-RMRDB,2025-09-15,REMOVE,StreamingTV
CHG-001937,7954-MLBUN,2023-04-16,ADD,Fiber optic
CHG-001938,7954-MLBUN,2025-10-26,ADD,DeviceProtection
CHG-001939,7954-MLBUN,2023-08-28,ADD,TechSupport
CHG-001940,7954-MLBUN,2024-08-24,ADD,StreamingTV
CHG-001941,7954-MLBUN,2025-08-23,ADD,StreamingMovies
CHG-001942,2077-DDHJK,2020-04-01,ADD,DSL
CHG-001943,2077-DDHJK,2022-03-23,ADD,OnlineSecurity
CHG-001944,2077-DDHJK,2024-10-23,ADD,OnlineBackup
CHG-001945,2077-DDHJK,2022-02-12,ADD,DeviceProtection
CHG-001946,2077-DDHJK,2021-01-21,ADD,TechSupport
CHG-001947,4913-EHYUI,2021-03-27,ADD,Fiber optic
CHG-001948,4913-EHYUI,2023-04-24,ADD,OnlineSecurity
CHG-001949,4913-EHYUI,2022-05-15,ADD,DeviceProtection
CHG-001950,4913-EHYUI,2023-10-17,ADD,StreamingTV
CHG-001951,4913-EHYUI,2021-04-15,ADD,StreamingMovies
CHG-001952,4913-EHYUI,2025-08-28,REMOVE,OnlineSecurity
CHG-001953,0195-IESCP,2025-01-05,ADD,Fiber optic
CHG-001954,0195-IESCP,2025-07-08,ADD,StreamingMovies
CHG-001955,4580-TMHJU,2022-04-21,ADD,DSL
CHG-001956,4580-TMHJU,2022-05-13,ADD,StreamingTV
CHG-001957,0970-ETWGE,2025-10-02,ADD,Fiber optic
CHG-001958,0970-ETWGE,2025-10-04,ADD,StreamingTV
CHG-001959,0970-ETWGE,2025-10-12,ADD,StreamingMovies
CHG-001960,4908-XAXAY,2021-10-23,ADD,Fiber optic
CHG-001961,4908-XAXAY,2022-02-27,ADD,OnlineBackup
CHG-001962,4908-XAXAY,2022-01-28,ADD,DeviceProtection
CHG-001963,4908-XAXAY,2024-11-02,ADD,StreamingMovies
CHG-001964,1626-ERCMM,2024-03-11,ADD,Fiber optic
CHG-001965,1626-ERCMM,2025-10-04,ADD,StreamingTV
CHG-001966,1626-ERCMM,2025-01-05,ADD,StreamingMovies
CHG-001967,1626-ERCMM,2025-09-22,REMOVE,StreamingTV
CHG-001968,0887-HJGAR,2025-10-02,ADD,DSL
CHG-001969,2391-IPLOP,2021-09-23,ADD,DSL
CHG-001970,2391-IPLOP,2023-04-26,ADD,DeviceProtection
CHG-001971,2391-IPLOP,2022-03-26,ADD,TechSupport
CHG-001972,2391-IPLOP,2022-11-26,ADD,StreamingTV
CHG-001973,5644-PDMZC,2025-09-02,ADD,Fiber optic
CHG-001974,5644-PDMZC,2025-10-27,ADD,OnlineBackup
CHG-001975,5644-PDMZC,2025-09-21,ADD,StreamingMovies
CHG-001976,3509-GWQGF,2023-11-12,ADD,Fiber optic
CHG-001977,9576-ANLXO,2025-08-03,ADD,Fiber optic
CHG-001978,2024-BASKD,2025-10-02,ADD,Fiber optic
CHG-001979,2024-BASKD,2025-10-06,ADD,DeviceProtection
CHG-001980,5183-SNMJQ,2025-01-05,ADD,Fiber optic
CHG-001981,5183-SNMJQ,2025-07-16,ADD,TechSupport
CHG-001982,5183-SNMJQ,2025-04-11,ADD,StreamingTV
CHG-001983,5183-SNMJQ,2025-09-30,ADD,StreamingMovies
CHG-001984,8100-PNJMH,2020-04-01,ADD,DSL
CHG-001985,8100-PNJMH,2022-12-14,ADD,OnlineSecurity
CHG-001986,8100-PNJMH,2021-05-08,ADD,OnlineBackup
CHG-001987,8100-PNJMH,2020-05-11,ADD,DeviceProtection
CHG-001988,8100-PNJMH,2024-03-02,ADD,TechSupport
CHG-001989,8100-PNJMH,2021-12-29,ADD,StreamingTV
CHG-001990,8100-PNJMH,2021-12-23,ADD,StreamingMovies
CHG-001991,7838-LAZFO,2022-02-20,ADD,DSL
CHG-001992,7838-LAZFO,2024-01-24,ADD,OnlineSecurity
CHG-001993,7838-LAZFO,2023-02-24,ADD,OnlineBackup
CHG-001994,7838-LAZFO,2022-11-01,ADD,DeviceProtection
CHG-001995,7838-LAZFO,2025-08-09,ADD,StreamingTV
CHG-001996,7838-LAZFO,2022-06-23,ADD,StreamingMovies
CHG-001997,5650-VDUDS,2025-07-04,ADD,DSL
CHG-001998,8095-WANWK,2025-01-05,ADD,DSL
CHG-001999,9565-FLVCG,2020-06-30,ADD,DSL
CHG-002000,9565-FLVCG,2021-05-25,ADD,OnlineSecurity
CHG-002001,9565-FLVCG,2021-11-09,ADD,OnlineBackup
CHG-002002,9565-FLVCG,2022-08-31,ADD,StreamingMovies
CHG-002003,2800-VEQXM,2025-08-03,ADD,Fiber optic
CHG-002004,2800-VEQXM,2025-08-15,ADD,DeviceProtection
CHG-002005,7538-GWHML,2025-09-02,ADD,Fiber optic
CHG-002006,5533-RJFTJ,2021-10-23,ADD,DSL
CHG-002007,5533-RJFTJ,2024-09-24,ADD,DeviceProtection
CHG-002008,3859-CVCET,2025-07-04,ADD,DSL
CHG-002009,0214-JHPFW,2020-02-01,ADD,DSL
CHG-002010,0214-JHPFW,2021-05-20,ADD,OnlineBackup
CHG-002011,0214-JHPFW,2022-06-16,ADD,DeviceProtection
CHG-002012,0214-JHPFW,2022-08-07,ADD,TechSupport
CHG-002013,0214-JHPFW,2024-06-19,ADD,StreamingTV
CHG-002014,0214-JHPFW,2021-02-05,ADD,StreamingMovies
CHG-002015,3276-HDUEG,2025-10-02,ADD,Fiber optic
CHG-002016,0823-HSCDJ,2021-07-25,ADD,DSL
CHG-002017,0823-HSCDJ,2022-12-31,ADD,OnlineBackup
CHG-002018,0823-HSCDJ,2025-10-16,ADD,StreamingTV
CHG-002019,0823-HSCDJ,2025-03-23,ADD,StreamingMovies
CHG-002020,3729-OWRVL,2020-06-30,ADD,Fiber optic
CHG-002021,3729-OWRVL,2024-02-25,ADD,OnlineSecurity
CHG-002022,3729-OWRVL,2022-09-13,ADD,DeviceProtection
CHG-002023,3729-OWRVL,2023-05-23,ADD,TechSupport
CHG-002024,3729-OWRVL,2024-12-01,ADD,StreamingTV
CHG-002025,3729-OWRVL,2024-05-19,ADD,StreamingMovies
CHG-002026,0822-GAVAP,2025-09-02,ADD,DSL
CHG-002027,0822-GAVAP,2025-09-26,ADD,StreamingMovies
CHG-002028,5760-IFJOZ,2025-08-03,ADD,Fiber optic
CHG-002029,5760-IFJOZ,2025-10-29,ADD,OnlineBackup
CHG-002030,5760-IFJOZ,2025-10-16,ADD,DeviceProtection
CHG-002031,5760-IFJOZ,2025-10-27,ADD,StreamingTV
CHG-002032,5760-IFJOZ,2025-08-21,ADD,StreamingMovies
CHG-002033,2826-UWHIS,2022-02-20,ADD,Fiber optic
CHG-002034,2826-UWHIS,2023-06-14,ADD,OnlineBackup
CHG-002035,1448-PWKYE,2025-10-02,ADD,Fiber optic
CHG-002036,1448-PWKYE,2025-10-08,ADD,StreamingMovies
CHG-002037,7501-IWUNG,2020-10-28,ADD,DSL
CHG-002038,7501-IWUNG,2024-11-23,ADD,DeviceProtection
CHG-002039,7501-IWUNG,2021-07-14,ADD,TechSupport
CHG-002040,7501-IWUNG,2022-10-28,ADD,StreamingTV
CHG-002041,7501-IWUNG,2022-11-08,ADD,StreamingMovies
CHG-002042,4957-TREIR,2025-08-03,ADD,DSL
CHG-002043,4957-TREIR,2025-08-17,ADD,OnlineSecurity
CHG-002044,4957-TREIR,2025-08-08,ADD,TechSupport
CHG-002045,4957-TREIR,2025-09-13,ADD,StreamingTV
CHG-002046,7251-LJBQN,2022-07-20,ADD,Fiber optic
CHG-002047,7251-LJBQN,2022-09-27,ADD,DeviceProtection
CHG-002048,7251-LJBQN,2022-08-01,ADD,TechSupport
CHG-002049,7251-LJBQN,2022-07-29,ADD,StreamingTV
CHG-002050,7251-LJBQN,2025-10-18,ADD,StreamingMovies
CHG-002051,8040-MNRTF,2025-10-02,ADD,Fiber optic
CHG-002052,1536-HBSWP,2025-10-02,ADD,DSL
CHG-002053,1536-HBSWP,2025-10-26,ADD,TechSupport
CHG-002054,0067-DKWBL,2025-09-02,ADD,DSL
CHG-002055,0067-DKWBL,2025-09-29,ADD,OnlineSecurity
CHG-002056,0946-FKYTX,2021-07-25,ADD,DSL
CHG-002057,0946-FKYTX,2021-11-13,ADD,OnlineBackup
CHG-002058,5076-YVXCM,2021-08-24,ADD,Fiber optic
CHG-002059,5076-YVXCM,2023-01-05,ADD,StreamingMovies
CHG-002060,6663-JOCQO,2023-04-16,ADD,DSL
CHG-002061,6663-JOCQO,2024-05-31,ADD,OnlineSecurity
CHG-002062,6663-JOCQO,2025-07-09,ADD,OnlineBackup
CHG-002063,6663-JOCQO,2023-08-15,ADD,TechSupport
CHG-002064,6663-JOCQO,2024-08-29,ADD,StreamingMovies
CHG-002065,2276-YDAVZ,2025-08-03,ADD,Fiber optic
CHG-002066,0078-XZMHT,2019-12-03,ADD,DSL
CHG-002067,0078-XZMHT,2021-02-20,ADD,OnlineBackup
CHG-002068,0078-XZMHT,2020-05-28,ADD,DeviceProtection
CHG-002069,0078-XZMHT,2024-01-18,ADD,TechSupport
CHG-002070,0078-XZMHT,2020-11-21,ADD,StreamingTV
CHG-002071,0078-XZMHT,2023-03-15,ADD,StreamingMovies
CHG-002072,5896-NPFWW,2025-08-03,ADD,DSL
CHG-002073,5896-NPFWW,2025-08-19,ADD,DeviceProtection
CHG-002074,9978-HYCIN,2021-12-22,ADD,Fiber optic
CHG-002075,9978-HYCIN,2024-01-29,ADD,OnlineBackup
CHG-002076,9978-HYCIN,2024-02-05,ADD,StreamingTV
CHG-002077,8338-QIUNR,2019-12-03,ADD,DSL
CHG-002078,8338-QIUNR,2024-09-07,ADD,OnlineSecurity
CHG-002079,8338-QIUNR,2025-05-09,ADD,DeviceProtection
CHG-002080,8338-QIUNR,2019-12-27,ADD,TechSupport
CHG-002081,1525-LNLOJ,2020-05-31,ADD,DSL
CHG-002082,1525-LNLOJ,2023-11-20,ADD,DeviceProtection
CHG-002083,1525-LNLOJ,2025-05-08,ADD,StreamingTV
CHG-002084,9450-TRJUU,2022-12-17,ADD,Fiber optic
CHG-002085,9450-TRJUU,2025-05-27,ADD,StreamingTV
CHG-002086,1766-GKNMI,2023-06-15,ADD,Fiber optic
CHG-002087,1766-GKNMI,2025-08-09,ADD,StreamingMovies
CHG-002088,1456-TWCGB,2025-07-04,ADD,DSL
CHG-002089,1456-TWCGB,2025-08-30,ADD,OnlineBackup
CHG-002090,7133-VBDCG,2023-10-13,ADD,Fiber optic
CHG-002091,7133-VBDCG,2024-11-01,ADD,OnlineSecurity
CHG-002092,7133-VBDCG,2025-04-29,ADD,OnlineBackup
CHG-002093,7596-ZYWBB,2020-06-30,ADD,DSL
CHG-002094,7596-ZYWBB,2024-02-26,ADD,OnlineSecurity
CHG-002095,7596-ZYWBB,2023-11-04,ADD,OnlineBackup
CHG-002096,7596-ZYWBB,2023-08-21,ADD,TechSupport
CHG-002097,8329-UTMVM,2023-08-14,ADD,Fiber optic
CHG-002098,8329-UTMVM,2023-11-28,ADD,OnlineBackup
CHG-002099,8329-UTMVM,2025-04-09,ADD,TechSupport
CHG-002100,8329-UTMVM,2025-10-31,ADD,StreamingTV
CHG-002101,8329-UTMVM,2024-04-23,ADD,StreamingMovies
CHG-002102,3014-WJKSM,2023-06-15,ADD,Fiber optic
CHG-002103,3014-WJKSM,2024-02-11,ADD,DeviceProtection
CHG-002104,3347-YJZZE,2023-06-15,ADD,DSL
CHG-002105,3347-YJZZE,2023-08-19,ADD,OnlineBackup
CHG-002106,3347-YJZZE,2025-09-14,ADD,DeviceProtection
CHG-002107,3347-YJZZE,2025-10-15,ADD,StreamingTV
CHG-002108,3347-YJZZE,2025-03-02,ADD,StreamingMovies
CHG-002109,7929-DMBCV,2024-03-11,ADD,Fiber optic
CHG-002110,7929-DMBCV,2025-03-11,ADD,DeviceProtection
CHG-002111,7929-DMBCV,2025-08-01,ADD,TechSupport
CHG-002112,5433-KYGHE,2024-09-07,ADD,Fiber optic
CHG-002113,5433-KYGHE,2025-10-05,ADD,OnlineSecurity
CHG-002114,5433-KYGHE,2025-06-27,ADD,TechSupport
CHG-002115,5575-TPIZQ,2022-01-21,ADD,Fiber optic
CHG-002116,5575-TPIZQ,2023-05-28,ADD,OnlineSecurity
CHG-002117,5575-TPIZQ,2024-04-22,ADD,StreamingTV
CHG-002118,0114-IGABW,2020-01-02,ADD,DSL
CHG-002119,0114-IGABW,2023-04-09,ADD,OnlineBackup
CHG-002120,0114-IGABW,2024-10-16,ADD,DeviceProtection
CHG-002121,0114-IGABW,2020-03-22,ADD,TechSupport
CHG-002122,0114-IGABW,2025-10-28,ADD,StreamingTV
CHG-002123,0114-IGABW,2022-11-21,ADD,StreamingMovies
CHG-002124,9944-AEXBM,2023-03-17,ADD,Fiber optic
CHG-002125,9944-AEXBM,2023-06-24,ADD,StreamingMovies
CHG-002126,1853-ARAAQ,2023-09-13,ADD,DSL
CHG-002127,1853-ARAAQ,2024-05-16,ADD,DeviceProtection
CHG-002128,1853-ARAAQ,2025-01-25,ADD,StreamingTV
CHG-002129,1853-ARAAQ,2025-01-13,ADD,StreamingMovies
CHG-002130,6952-OMNWB,2020-04-01,ADD,Fiber optic
CHG-002131,6952-OMNWB,2024-12-15,ADD,DeviceProtection
CHG-002132,4952-YSOGZ,2025-07-04,ADD,Fiber optic
CHG-002133,4952-YSOGZ,2025-10-10,ADD,StreamingMovies
CHG-002134,1589-AGTLK,2025-08-03,ADD,DSL
CHG-002135,5244-IRFIH,2023-02-15,ADD,Fiber optic
CHG-002136,5244-IRFIH,2023-11-21,ADD,StreamingTV
CHG-002137,5244-IRFIH,2025-04-30,ADD,StreamingMovies
CHG-002138,5244-IRFIH,2025-09-07,REMOVE,StreamingTV
CHG-002139,6786-OBWQR,2025-06-04,ADD,Fiber optic
CHG-002140,6786-OBWQR,2025-09-25,ADD,StreamingTV
CHG-002141,2684-EIWEO,2023-05-16,ADD,Fiber optic
CHG-002142,2684-EIWEO,2025-09-21,ADD,OnlineSecurity
CHG-002143,2684-EIWEO,2023-12-09,ADD,OnlineBackup
CHG-002144,2684-EIWEO,2024-01-29,ADD,DeviceProtection
CHG-002145,2684-EIWEO,2025-08-15,REMOVE,OnlineSecurity
CHG-002146,2753-JMMCV,2020-06-30,ADD,DSL
CHG-002147,2753-JMMCV,2025-03-09,ADD,OnlineBackup
CHG-002148,2753-JMMCV,2023-11-10,ADD,DeviceProtection
CHG-002149,2753-JMMCV,2020-08-10,ADD,TechSupport
CHG-002150,2753-JMMCV,2025-08-23,ADD,StreamingMovies
CHG-002151,6439-GTPCA,2022-02-20,ADD,Fiber optic
CHG-002152,6439-GTPCA,2023-03-16,ADD,DeviceProtection
CHG-002153,6439-GTPCA,2024-01-14,ADD,TechSupport
CHG-002154,6439-GTPCA,2025-09-15,REMOVE,TechSupport
CHG-002155,1216-JWVUX,2023-10-13,ADD,Fiber optic
CHG-002156,1216-JWVUX,2025-05-24,ADD,OnlineBackup
CHG-002157,7564-GHCVB,2019-12-03,ADD,Fiber optic
CHG-002158,7564-GHCVB,2021-02-19,ADD,OnlineSecurity
CHG-002159,1173-NOEYG,2023-08-14,ADD,Fiber optic
CHG-002160,1173-NOEYG,2025-01-02,ADD,DeviceProtection
CHG-002161,1173-NOEYG,2023-11-16,ADD,StreamingMovies
CHG-002162,7595-EHCDL,2023-03-17,ADD,DSL
CHG-002163,7595-EHCDL,2024-12-18,ADD,DeviceProtection
CHG-002164,7595-EHCDL,2024-07-05,ADD,StreamingTV
CHG-002165,7595-EHCDL,2023-09-16,ADD,StreamingMovies
CHG-002166,6647-ZEDXT,2023-05-16,ADD,Fiber optic
CHG-002167,6647-ZEDXT,2025-01-26,ADD,OnlineBackup
CHG-002168,6647-ZEDXT,2023-07-29,ADD,DeviceProtection
CHG-002169,6647-ZEDXT,2025-07-09,ADD,TechSupport
CHG-002170,6647-ZEDXT,2024-03-03,ADD,StreamingTV
CHG-002171,6647-ZEDXT,2025-09-17,ADD,StreamingMovies
CHG-002172,2521-NPUZR,2020-02-01,ADD,Fiber optic
CHG-002173,2521-NPUZR,2024-02-17,ADD,OnlineSecurity
CHG-002174,2521-NPUZR,2021-04-30,ADD,OnlineBackup
CHG-002175,2521-NPUZR,2022-07-06,ADD,DeviceProtection
CHG-002176,2521-NPUZR,2025-03-02,ADD,TechSupport
CHG-002177,2521-NPUZR,2021-06-02,ADD,StreamingMovies
CHG-002178,1307-TVUFB,2022-05-21,ADD,Fiber optic
CHG-002179,1307-TVUFB,2022-05-25,ADD,OnlineBackup
CHG-002180,7503-MIOGA,2019-12-03,ADD,DSL
CHG-002181,7503-MIOGA,2025-01-22,ADD,OnlineSecurity
CHG-002182,7503-MIOGA,2025-01-26,ADD,OnlineBackup
CHG-002183,7503-MIOGA,2021-01-16,ADD,DeviceProtection
CHG-002184,7503-MIOGA,2022-03-15,ADD,TechSupport
CHG-002185,7503-MIOGA,2021-08-09,ADD,StreamingTV
CHG-002186,7503-MIOGA,2020-09-09,ADD,StreamingMovies
CHG-002187,4381-MHQDC,2021-12-22,ADD,DSL
CHG-002188,4381-MHQDC,2023-12-06,ADD,OnlineSecurity
CHG-002189,4381-MHQDC,2025-05-02,ADD,DeviceProtection
CHG-002190,4381-MHQDC,2023-04-01,ADD,TechSupport
CHG-002191,6923-JHPMP,2025-09-02,ADD,Fiber optic
CHG-002192,6923-JHPMP,2025-10-22,ADD,OnlineSecurity
CHG-002193,6923-JHPMP,2025-09-04,ADD,DeviceProtection
CHG-002194,5138-WVKYJ,2025-01-05,ADD,Fiber optic
CHG-002195,5138-WVKYJ,2025-03-26,ADD,OnlineSecurity
CHG-002196,5138-WVKYJ,2025-08-23,ADD,StreamingTV
CHG-002197,5138-WVKYJ,2025-06-04,ADD,StreamingMovies
