customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn
sdv-id-alCEfO	Male	0	Yes	No	42	Yes	No	Fiber optic	Yes	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	112.09	5725.99	No
sdv-id-rEQVPg	Female	0	No	Yes	6	Yes	Yes	Fiber optic	Yes	No internet service	Yes	Yes	Yes	Yes	Month-to-month	No	Electronic check	29.31	157.07	Yes
sdv-id-OQlzXy	Male	0	Yes	No	7	No	Yes	No	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	35.11	120.87	Yes
sdv-id-cloPXf	Male	0	Yes	Yes	31	Yes	Yes	Fiber optic	Yes	No	Yes	No	No	Yes	Two year	No	Bank transfer (automatic)	44.4	751.83	No
sdv-id-oBuPLM	Male	0	No	No	37	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	110.79	602.39	No
sdv-id-ANeiGp	Female	1	Yes	No	1	Yes	No	DSL	Yes	No	No	No internet service	Yes	No	Month-to-month	Yes	Electronic check	43.98	143.28	Yes
sdv-id-HLHPBy	Male	0	No	No	35	Yes	Yes	DSL	No internet service	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	111.32	4978.1	No
sdv-id-TZBMTE	Female	0	No	No	52	No	No	DSL	No	Yes	No	No	No	No	One year	Yes	Electronic check	117.87	6392.59	Yes
sdv-id-JyBePL	Female	0	No	Yes	4	Yes	No	DSL	No	No	Yes	No	No	No	Month-to-month	Yes	Electronic check	32.03	439.69	Yes
sdv-id-wpkBWD	Male	1	Yes	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	85.09	892.93	No
sdv-id-NFfQoT	Male	0	No	No	2	No	No	DSL	No	Yes	No	No	No	No	One year	Yes	Electronic check	108.85	668.14	No
sdv-id-dnKUdE	Female	0	Yes	No	4	Yes	Yes	Fiber optic	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	42.23	394.66	No
sdv-id-QhTTDj	Male	0	No	No	4	No	Yes	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	106.32	753.94	Yes
sdv-id-JJMpTj	Male	1	No	No	50	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	No internet service	Month-to-month	Yes	Electronic check	114.95	7724.97	Yes
sdv-id-kEXoUa	Male	0	Yes	Yes	5	Yes	No phone service	DSL	No	Yes	No	No	No	No	One year	No	Bank transfer (automatic)	44.47	409.5	Yes
sdv-id-uaoOvB	Male	0	No	No	51	Yes	No	Fiber optic	No internet service	Yes	No internet service	No internet service	Yes	No internet service	Two year	Yes	Electronic check	35.05	1914.29	No
sdv-id-EGJnUX	Male	0	No	No	31	Yes	Yes	Fiber optic	No	No	Yes	Yes	No	Yes	Month-to-month	Yes	Electronic check	54.38	1567.66	Yes
sdv-id-nkxOUi	Female	0	No	No	5	Yes	No	No	No	No	Yes	No	No internet service	No	Month-to-month	No	Electronic check	49.89	228.13	Yes
sdv-id-IERzkC	Female	0	Yes	No	72	No	Yes	No	No internet service	No	No	No internet service	Yes	No internet service	Two year	No	Mailed check	42.53	5447.27	No
sdv-id-MZGrUu	Female	0	No	Yes	66	Yes	No	DSL	No	Yes	Yes	No	Yes	No	One year	Yes	Credit card (automatic)	68.45	3820.26	No
sdv-id-BzIgil	Female	0	Yes	Yes	46	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	103.15	2299.89	Yes
sdv-id-LEYjDi	Female	1	Yes	Yes	56	No	Yes	DSL	Yes	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	108.89	3670.3	Yes
sdv-id-zEUKBI	Male	0	Yes	Yes	15	Yes	Yes	No	Yes	No internet service	No internet service	No internet service	No internet service	Yes	Two year	No	Bank transfer (automatic)	38.24	1480.18	No
sdv-id-KPALxV	Female	0	No	No	39	Yes	Yes	No	Yes	No	No internet service	Yes	No internet service	No internet service	One year	Yes	Electronic check	82.16	3419.92	No
sdv-id-InwATH	Female	0	No	Yes	14	Yes	No phone service	Fiber optic	Yes	No internet service	Yes	No internet service	No internet service	Yes	One year	Yes	Bank transfer (automatic)	19.65	105.7	No
sdv-id-BWwqxn	Male	0	No	Yes	14	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	23.7	975.63	No
sdv-id-aEkYaX	Male	0	No	No	18	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	88.62	1739.11	No
sdv-id-JXuIRG	Male	0	No	Yes	5	Yes	Yes	Fiber optic	No internet service	No	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	37.85	133.24	Yes
sdv-id-qqorbM	Male	0	No	No	51	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	69.3	2433.63	No
sdv-id-CzyKXK	Female	0	Yes	No	71	No	Yes	Fiber optic	No internet service	No	No internet service	Yes	Yes	No internet service	Two year	No	Credit card (automatic)	53.37	6852.71	No
sdv-id-rSPDet	Male	0	No	No	2	Yes	No	No	Yes	No internet service	No internet service	No internet service	Yes	No internet service	Month-to-month	Yes	Electronic check	40.09	198.93	Yes
sdv-id-prHCdQ	Male	0	Yes	Yes	22	Yes	Yes	DSL	Yes	No internet service	Yes	No	No internet service	Yes	Month-to-month	No	Credit card (automatic)	74.44	772.55	Yes
sdv-id-kIotfO	Female	0	No	Yes	68	Yes	Yes	No	No internet service	No	No internet service	No internet service	No internet service	Yes	One year	Yes	Credit card (automatic)	32.31	4703.47	Yes
sdv-id-aiQAAc	Male	0	No	No	71	No	Yes	DSL	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	105.72	5873.25	No
sdv-id-CAtWlY	Male	0	Yes	No	16	Yes	No	No	No internet service	No	No	No internet service	Yes	Yes	Month-to-month	No	Bank transfer (automatic)	30.65	71.26	No
sdv-id-ZnflJz	Male	1	Yes	No	51	Yes	No	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Mailed check	54.18	1956.74	No
sdv-id-mQoghf	Female	0	Yes	No	11	Yes	No	No	Yes	No internet service	No	No	No	No	One year	Yes	Bank transfer (automatic)	25.9	1044.53	No
sdv-id-fwAYVV	Female	0	Yes	No	14	Yes	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	99.98	2219.08	No
sdv-id-VQzJcM	Male	0	No	Yes	32	Yes	Yes	DSL	No	No	No	No internet service	No	Yes	Month-to-month	Yes	Credit card (automatic)	69.85	1299.37	No
sdv-id-GAVUXQ	Female	0	No	Yes	1	Yes	No phone service	DSL	No	No	No	No	No	No	Month-to-month	No	Electronic check	28.57	19.57	Yes
sdv-id-sPYLAJ	Female	0	No	No	49	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	One year	No	Electronic check	104.06	4618.7	Yes
sdv-id-ClJMyF	Female	0	Yes	Yes	16	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	78.89	1335.48	Yes
sdv-id-WcFEru	Female	0	No	No	1	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	115.59	191.41	Yes
sdv-id-sJaiXT	Male	1	Yes	No	14	No	No phone service	DSL	No	Yes	Yes	No	No	No	Month-to-month	No	Electronic check	88.25	1024.08	Yes
sdv-id-ourbcG	Male	0	No	No	2	Yes	Yes	No	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	86.7	145.58	Yes
sdv-id-jXeOnt	Female	0	No	No	20	Yes	Yes	DSL	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	110.59	2968.34	Yes
sdv-id-nBMwTb	Female	0	No	No	10	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	87.91	1138.79	Yes
sdv-id-pCSAly	Female	1	No	No	54	Yes	Yes	No	No internet service	No	Yes	No internet service	No internet service	Yes	Two year	Yes	Electronic check	26.11	1799.24	No
sdv-id-EiiYVH	Female	0	No	No	8	Yes	No	DSL	No	No	No	No	No	No	One year	No	Electronic check	57.74	798.0	Yes
sdv-id-UFzJse	Male	0	Yes	No	65	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	Yes	Electronic check	115.0	6087.8	No
sdv-id-MOGsUx	Female	0	No	No	70	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	One year	Yes	Mailed check	67.06	2305.58	No
sdv-id-vIoeho	Female	0	No	No	28	Yes	Yes	No	No	No	Yes	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	42.89	1176.79	No
sdv-id-HnYVit	Male	0	No	Yes	8	Yes	Yes	No	No	No	No internet service	Yes	No	No	Month-to-month	Yes	Electronic check	22.97	31.48	Yes
sdv-id-aQVxeO	Female	1	No	No	65	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	111.66	4302.34	No
sdv-id-FutCHt	Female	0	No	No	56	Yes	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	44.23	1578.0	No
sdv-id-UtQFOS	Male	0	No	No	27	Yes	Yes	No	No internet service	No	Yes	Yes	Yes	No internet service	One year	Yes	Electronic check	27.94	282.17	Yes
sdv-id-IGjywU	Female	0	Yes	No	52	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	95.55	3924.55	Yes
sdv-id-tQpxPP	Female	0	No	No	10	Yes	No	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Mailed check	96.21	1304.38	Yes
sdv-id-JOAPET	Male	0	No	Yes	49	Yes	No	No	Yes	No internet service	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	22.85	148.15	No
sdv-id-RUgShq	Female	0	Yes	No	34	Yes	Yes	DSL	Yes	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	95.96	4932.04	No
sdv-id-gSbdgj	Male	0	Yes	No	13	Yes	No	No	Yes	No internet service	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	34.38	346.51	Yes
sdv-id-UVecyk	Male	0	Yes	No	20	Yes	Yes	DSL	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Electronic check	65.03	826.45	No
sdv-id-lVoMJM	Female	0	No	Yes	40	Yes	No	DSL	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	87.94	1426.91	No
sdv-id-CYeUfC	Male	0	No	No	48	Yes	Yes	DSL	Yes	Yes	Yes	No	Yes	No	Two year	No	Mailed check	44.01	2778.72	No
sdv-id-KehgVK	Male	1	No	No	53	Yes	Yes	Fiber optic	No	Yes	No	No	No	No internet service	One year	Yes	Bank transfer (automatic)	116.0	5627.53	Yes
sdv-id-LaPtWk	Female	0	No	No	68	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	86.03	3680.03	No
sdv-id-JORVuj	Female	0	No	No	62	Yes	No	Fiber optic	No	No	Yes	No	No	No	One year	Yes	Bank transfer (automatic)	111.42	5029.28	Yes
sdv-id-xhetoP	Female	0	Yes	No	6	Yes	No	Fiber optic	No	No	No internet service	No	No internet service	No internet service	Two year	Yes	Electronic check	45.08	234.53	Yes
sdv-id-WNFYqQ	Male	0	No	No	32	Yes	No	Fiber optic	No internet service	No internet service	Yes	No internet service	Yes	Yes	Two year	No	Electronic check	33.15	541.12	No
sdv-id-fmTYhG	Male	0	No	Yes	65	Yes	Yes	No	No	No	Yes	No internet service	Yes	No internet service	Two year	Yes	Bank transfer (automatic)	65.76	4958.58	No
sdv-id-JlSzvR	Female	0	No	No	3	Yes	Yes	No	Yes	No	Yes	No	No internet service	Yes	Month-to-month	Yes	Mailed check	102.39	1763.03	Yes
sdv-id-iNkYQV	Male	1	Yes	No	52	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	89.38	2360.1	No
sdv-id-CohtQe	Female	0	Yes	No	7	Yes	No	Fiber optic	No internet service	No	No	Yes	No internet service	No internet service	Two year	No	Credit card (automatic)	27.14	387.23	No
sdv-id-sAafRd	Male	0	No	No	1	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	117.25	1954.98	Yes
sdv-id-epvnrC	Male	0	No	No	8	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	86.29	1645.32	Yes
sdv-id-CsXLza	Male	1	No	No	22	Yes	No	No	No	No internet service	No internet service	No internet service	Yes	No internet service	Two year	Yes	Mailed check	23.93	1362.77	No
sdv-id-QRfAoN	Female	0	Yes	Yes	52	Yes	Yes	Fiber optic	No internet service	Yes	No	No internet service	No internet service	No	Two year	Yes	Credit card (automatic)	57.0	3399.93	No
sdv-id-ldDCWb	Male	0	No	No	15	Yes	Yes	No	Yes	No	Yes	No internet service	Yes	No internet service	Two year	No	Electronic check	56.7	806.62	No
sdv-id-EqYaLO	Female	0	No	Yes	4	No	Yes	DSL	No	Yes	No	No internet service	No	No	Month-to-month	No	Bank transfer (automatic)	49.76	51.01	No
sdv-id-CeQgNt	Male	0	No	No	47	Yes	Yes	Fiber optic	No	No internet service	Yes	No	Yes	No	Two year	Yes	Electronic check	52.21	3010.43	Yes
sdv-id-CpUIxF	Female	0	No	Yes	28	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	Yes	One year	No	Mailed check	18.48	70.86	No
sdv-id-UqgLHZ	Male	1	No	Yes	8	Yes	No	DSL	No	No	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	72.94	1600.15	No
sdv-id-TbuUhC	Male	0	No	No	13	Yes	No	No	No internet service	No internet service	No internet service	No internet service	Yes	No internet service	Two year	Yes	Mailed check	20.49	646.75	No
sdv-id-fIobvi	Male	1	No	No	3	No	No	DSL	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	97.86	100.95	Yes
sdv-id-dzooqH	Female	0	Yes	No	52	Yes	No	Fiber optic	No	Yes	No internet service	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	75.98	2516.95	No
sdv-id-IfnIOB	Female	0	No	No	18	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Month-to-month	No	Credit card (automatic)	47.32	678.82	No
sdv-id-KSCuPI	Male	0	Yes	No	13	Yes	Yes	No	No	No internet service	No	No	Yes	No	Month-to-month	No	Credit card (automatic)	68.67	811.15	Yes
sdv-id-OQbuoU	Female	0	Yes	Yes	6	Yes	No	Fiber optic	No	No internet service	No	No	Yes	No	Month-to-month	Yes	Mailed check	21.07	253.12	No
sdv-id-CACgUY	Male	0	No	No	2	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Electronic check	95.94	546.03	No
sdv-id-QAKRXc	Male	0	Yes	Yes	19	Yes	Yes	Fiber optic	Yes	No internet service	Yes	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	40.94	1379.66	No
sdv-id-XvxBqX	Male	0	No	No	55	Yes	Yes	Fiber optic	Yes	No	No internet service	Yes	Yes	Yes	Month-to-month	No	Mailed check	34.24	1062.56	No
sdv-id-mKFcVc	Female	0	No	Yes	48	Yes	No	DSL	Yes	Yes	No	No	No internet service	No	Month-to-month	Yes	Bank transfer (automatic)	101.04	4080.21	No
sdv-id-QxwkIV	Male	0	Yes	No	66	No	No phone service	Fiber optic	No internet service	No	No internet service	Yes	Yes	No internet service	One year	No	Credit card (automatic)	39.66	4546.33	No
sdv-id-vFOSEs	Male	0	No	No	37	Yes	No	DSL	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	73.26	1282.94	Yes
sdv-id-bgqqlB	Male	0	No	No	2	Yes	Yes	DSL	No	No	No	No	No	No	Two year	Yes	Mailed check	114.77	1498.61	No
sdv-id-WkjpNT	Male	0	No	No	2	Yes	No	DSL	No	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	101.87	390.33	Yes
sdv-id-ktjZqZ	Female	0	No	Yes	1	No	No	DSL	No	No	No	No	Yes	No	Month-to-month	No	Mailed check	52.25	26.68	No
sdv-id-rCygfS	Female	0	No	No	9	No	No	DSL	No	Yes	No	No	No	No	Month-to-month	No	Mailed check	62.45	349.64	No
sdv-id-rRuztu	Male	0	No	Yes	65	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	No	No	Month-to-month	Yes	Credit card (automatic)	22.72	1819.35	No
sdv-id-TZyKVO	Male	0	No	No	44	No	No	Fiber optic	No internet service	No	No internet service	Yes	Yes	Yes	Month-to-month	No	Bank transfer (automatic)	29.13	172.45	No
sdv-id-BWvKsc	Female	0	No	Yes	67	Yes	Yes	DSL	No	Yes	No	No	No	No	One year	No	Credit card (automatic)	117.12	6876.53	No
sdv-id-sKdWii	Male	1	Yes	No	40	Yes	No	Fiber optic	Yes	No internet service	No internet service	Yes	Yes	No internet service	Month-to-month	No	Mailed check	44.69	1724.69	Yes
sdv-id-RdoOLk	Male	0	Yes	No	52	Yes	No phone service	Fiber optic	No internet service	No internet service	No internet service	No internet service	No internet service	Yes	Two year	Yes	Credit card (automatic)	19.46	133.95	No
sdv-id-sIkZSg	Male	0	Yes	No	65	Yes	Yes	DSL	No	Yes	No	No	Yes	No	Two year	No	Credit card (automatic)	106.7	5859.2	No
sdv-id-GhFkar	Female	1	Yes	Yes	47	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	88.12	3859.25	No
sdv-id-gSQjRi	Male	0	No	No	1	Yes	Yes	Fiber optic	Yes	No internet service	Yes	Yes	Yes	No	Month-to-month	No	Mailed check	32.99	91.54	Yes
sdv-id-dUeODk	Female	1	No	No	63	Yes	Yes	No	No internet service	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	106.02	5174.23	No
sdv-id-YvhXSZ	Male	0	Yes	No	67	Yes	Yes	DSL	Yes	No	No	No internet service	No internet service	No	Two year	Yes	Credit card (automatic)	96.5	6223.8	No
sdv-id-rBcrRM	Male	0	Yes	No	16	Yes	Yes	Fiber optic	No	No	Yes	No internet service	No	No	Month-to-month	Yes	Electronic check	65.16	3428.55	No
sdv-id-KGTZZs	Male	0	Yes	No	23	Yes	Yes	DSL	No	No	No	No	No	No	Two year	Yes	Bank transfer (automatic)	83.33	4912.72	No
sdv-id-zZVPgw	Male	0	Yes	No	71	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	100.11	7626.31	No
sdv-id-vjFwhh	Male	0	No	Yes	4	Yes	No	DSL	No internet service	No	Yes	No internet service	No internet service	Yes	Month-to-month	No	Credit card (automatic)	21.61	77.3	No
sdv-id-rdnFLV	Female	0	Yes	No	18	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	Yes	Month-to-month	Yes	Credit card (automatic)	41.96	1187.17	No
sdv-id-yHpvBO	Female	0	Yes	No	16	Yes	No phone service	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Bank transfer (automatic)	105.16	2875.35	Yes
sdv-id-rwlaEh	Female	0	No	No	9	Yes	Yes	No	Yes	No internet service	No	Yes	Yes	No internet service	Month-to-month	Yes	Electronic check	69.99	2450.01	Yes
sdv-id-MnUJHZ	Male	1	Yes	No	62	Yes	Yes	Fiber optic	No	No	No	No	Yes	No internet service	Month-to-month	Yes	Electronic check	75.6	1938.38	Yes
sdv-id-vcEFWq	Female	0	Yes	Yes	2	Yes	No	No	No internet service	No internet service	No internet service	No internet service	Yes	No internet service	One year	No	Bank transfer (automatic)	18.29	28.12	No
sdv-id-qLicJl	Female	0	Yes	No	43	Yes	Yes	Fiber optic	Yes	Yes	No	No	No	Yes	One year	No	Mailed check	92.14	4399.99	No
sdv-id-VPOarQ	Male	0	No	No	13	Yes	No phone service	Fiber optic	Yes	Yes	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	38.41	643.71	No
sdv-id-aBWqxw	Female	0	Yes	No	60	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	No	Credit card (automatic)	100.71	4912.13	No
sdv-id-JajPKw	Female	0	Yes	Yes	41	Yes	Yes	No	No internet service	No internet service	No internet service	Yes	Yes	No internet service	One year	No	Credit card (automatic)	28.17	1381.11	No
sdv-id-TQVcLl	Female	0	Yes	No	16	Yes	No	No	Yes	No internet service	No internet service	No internet service	Yes	Yes	One year	No	Electronic check	19.19	680.27	No
sdv-id-lkRnhb	Female	0	Yes	Yes	32	Yes	No	Fiber optic	No	No	No	No	No	No	Two year	No	Electronic check	81.74	2850.62	Yes
sdv-id-ycTpcG	Male	0	Yes	Yes	42	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Credit card (automatic)	18.72	1283.97	No
sdv-id-JkkwSM	Female	0	Yes	No	72	Yes	Yes	DSL	Yes	Yes	Yes	No	No internet service	No	Two year	Yes	Credit card (automatic)	63.63	7862.11	No
sdv-id-uMFuul	Female	0	Yes	No	56	Yes	No	DSL	Yes	Yes	No	No	No	No	Month-to-month	No	Credit card (automatic)	105.25	6489.23	No
sdv-id-JzAMRJ	Male	0	No	No	48	Yes	Yes	No	Yes	No	No internet service	Yes	Yes	No internet service	One year	No	Electronic check	71.72	2880.16	No
sdv-id-IcsyZf	Female	0	No	No	29	Yes	Yes	DSL	No	Yes	Yes	No	No	No	Month-to-month	Yes	Electronic check	102.1	3020.64	Yes
sdv-id-fDydWw	Female	0	No	Yes	8	Yes	Yes	DSL	No	No	Yes	No	No	Yes	Month-to-month	No	Electronic check	79.75	80.63	No
sdv-id-ksRZHh	Male	0	Yes	No	67	Yes	Yes	No	Yes	No	Yes	No internet service	Yes	No internet service	Two year	No	Credit card (automatic)	28.51	5137.39	Yes
sdv-id-nWFrwJ	Male	0	Yes	No	72	Yes	No phone service	Fiber optic	Yes	Yes	Yes	Yes	No internet service	No internet service	Two year	Yes	Mailed check	72.21	6366.29	No
sdv-id-CIgGat	Male	0	Yes	No	11	Yes	Yes	DSL	No	No	No	Yes	Yes	No	One year	Yes	Electronic check	81.25	711.01	No
sdv-id-sHUrNn	Male	0	Yes	No	21	Yes	No	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	No	Electronic check	111.55	4107.0	No
sdv-id-ffdmeK	Male	0	No	No	69	Yes	Yes	No	No internet service	No internet service	No internet service	Yes	No internet service	No internet service	Month-to-month	Yes	Mailed check	67.87	4946.31	No
sdv-id-YrAZfR	Male	0	Yes	No	64	Yes	No	Fiber optic	Yes	No	Yes	No	Yes	No	One year	No	Mailed check	80.04	4113.53	Yes
sdv-id-SdBPtM	Male	0	No	No	7	Yes	Yes	DSL	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	98.95	518.97	Yes
sdv-id-iTqwvH	Female	1	Yes	Yes	3	Yes	No phone service	No	Yes	No	Yes	Yes	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	48.87	468.32	No
sdv-id-tBbEmX	Male	0	No	No	47	Yes	No	DSL	Yes	No	No	Yes	No	No	One year	No	Credit card (automatic)	54.46	2621.23	No
sdv-id-aCctqe	Male	0	No	No	5	Yes	No	No	No	No internet service	No internet service	No internet service	No internet service	Yes	Two year	Yes	Mailed check	18.46	27.21	No
sdv-id-BaxVUt	Female	1	No	No	33	Yes	Yes	Fiber optic	Yes	No	No	No internet service	Yes	Yes	One year	No	Electronic check	83.79	5244.63	No
sdv-id-NsjqOf	Male	0	No	Yes	34	Yes	No	Fiber optic	No internet service	No	Yes	Yes	No internet service	Yes	One year	Yes	Bank transfer (automatic)	31.8	1258.31	No
sdv-id-utnDIp	Male	0	No	Yes	36	Yes	Yes	Fiber optic	No internet service	No internet service	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	26.06	315.86	Yes
sdv-id-SoHPHo	Female	1	No	No	42	Yes	No	DSL	No	Yes	No	No	Yes	No	Month-to-month	No	Mailed check	81.74	3288.54	No
sdv-id-LbtOXB	Female	0	Yes	No	20	Yes	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	75.82	562.62	No
sdv-id-obJcFZ	Female	0	No	Yes	11	Yes	No	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	81.84	1322.11	No
sdv-id-LtnZLN	Female	0	No	No	39	No	No	DSL	Yes	No	Yes	Yes	No	No	Two year	Yes	Bank transfer (automatic)	43.19	2986.97	No
sdv-id-kVFwGv	Male	0	No	No	3	Yes	Yes	Fiber optic	No	No internet service	Yes	No	No	No	Month-to-month	No	Electronic check	66.8	233.22	No
sdv-id-hANDNN	Female	0	No	No	56	Yes	Yes	Fiber optic	No internet service	No internet service	Yes	No internet service	No internet service	No internet service	Two year	Yes	Electronic check	21.66	356.36	No
sdv-id-TmOrLm	Female	1	No	No	14	Yes	No phone service	Fiber optic	No	No internet service	Yes	No	Yes	No internet service	Month-to-month	Yes	Mailed check	29.82	571.56	Yes
sdv-id-phIkEM	Female	0	No	No	71	No	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	80.79	4845.62	No
sdv-id-KqyUbV	Male	0	No	Yes	20	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	114.17	1817.84	Yes
sdv-id-sTrkpC	Male	1	No	No	1	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	105.86	26.74	Yes
sdv-id-aPAxsd	Female	0	Yes	No	53	Yes	Yes	Fiber optic	No	Yes	No internet service	No internet service	Yes	No internet service	One year	No	Mailed check	75.87	3379.84	Yes
sdv-id-IebTZZ	Male	0	No	No	8	Yes	No	Fiber optic	Yes	Yes	Yes	Yes	No	Yes	One year	Yes	Credit card (automatic)	47.33	1997.43	Yes
sdv-id-foNQlD	Female	0	Yes	No	9	Yes	No	DSL	No	Yes	No	Yes	Yes	Yes	One year	Yes	Electronic check	113.99	4953.38	No
sdv-id-CrFnKT	Male	0	Yes	No	20	Yes	No	No	No	Yes	No internet service	No internet service	Yes	Yes	Two year	No	Credit card (automatic)	33.4	1237.31	No
sdv-id-HFRuEC	Male	0	No	No	30	Yes	Yes	DSL	No	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	101.09	4490.99	No
sdv-id-ShYNLW	Male	0	No	Yes	12	Yes	Yes	Fiber optic	Yes	No	No	No	Yes	Yes	One year	Yes	Mailed check	100.96	2722.42	No
sdv-id-ROjCVE	Male	0	Yes	No	67	Yes	Yes	No	No	Yes	No	No	No	No	Two year	Yes	Mailed check	101.5	5767.63	No
sdv-id-SfhzNe	Male	0	Yes	No	42	Yes	No	DSL	No internet service	No	No internet service	No internet service	No	No	Month-to-month	Yes	Credit card (automatic)	31.65	1325.35	No
sdv-id-sxUZql	Female	0	Yes	Yes	42	Yes	No	No	No internet service	No internet service	Yes	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	18.3	191.45	Yes
sdv-id-nIatIn	Male	0	No	No	3	Yes	No phone service	Fiber optic	No	No internet service	No internet service	Yes	No internet service	Yes	One year	No	Mailed check	20.87	25.46	No
sdv-id-yCDPSW	Male	0	No	No	50	No	No	Fiber optic	No	No	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	77.77	1226.18	No
sdv-id-UTDyKZ	Female	0	Yes	No	28	Yes	No phone service	DSL	Yes	Yes	Yes	No	Yes	No	Two year	Yes	Electronic check	46.96	2165.68	No
