customerID,data_aquisicao,canal_aquisicao,codigo_campanha
9777-WJJPR,2023-04-01,Telefone,INBOUND
9283-LZQOH,2024-10-01,Website,ORGANIC
7079-QRCBC,2023-11-01,Telefone,TV_ADS_Q3
9495-SKLKD,2022-02-01,Website,ORGANIC
6048-UWKAL,2020-02-01,Telefone,TV_ADS_Q3
5067-DGXLL,2025-09-01,Telefone,INBOUND
5469-CTCWN,2020-10-01,Telefone,OUTBOUND_CALL
9851-QXEEQ,2022-06-01,Website,BLACKFRIDAY
6281-FKEWS,2022-03-01,Telefone,OUTBOUND_CALL
8898-KASCD,2022-08-01,Telefone,TV_ADS_Q3
9242-TKFSV,2019-11-01,Telefone,OUTBOUND_CALL
9290-SHCMB,2024-10-01,Telefone,TV_ADS_Q3
0743-HNPFG,2021-08-01,Loja Física,EVENTO_LOCAL
2277-BKJKN,2019-12-01,Telefone,INBOUND
9809-IMGCQ,2024-01-01,Website,ORGANIC
5208-HFSBT,2025-09-01,Telefone,OUTBOUND_CALL
5035-PGZXH,2021-03-01,Loja Física,WALK_IN
8695-WDYEA,2025-10-01,Website,BLACKFRIDAY
6543-JXSOO,2023-12-01,Telefone,TV_ADS_Q3
8016-ZMGMO,2020-05-01,Parceiro,PARTNER_SITE
8605-ITULD,2025-10-01,Website,BLACKFRIDAY
3254-YRILK,2024-04-01,Telefone,OUTBOUND_CALL
6416-YJTTB,2024-12-01,Website,BLACKFRIDAY
2667-WYLWJ,2025-03-01,Parceiro,PARTNER_SITE
4472-VESGY,2021-07-01,Website,PPC_GOOGLE
3195-TQDZX,2025-08-01,Website,BLACKFRIDAY
3128-YOVTD,2021-08-01,Website,PPC_GOOGLE
0529-ONKER,2024-08-01,Website,BLACKFRIDAY
1728-CXQBE,2020-07-01,Website,PPC_GOOGLE
7041-TXQJH,2022-10-01,Website,BLACKFRIDAY
5014-GSOUQ,2024-10-01,Telefone,TV_ADS_Q3
5724-BIDBU,2021-10-01,Parceiro,PARTNER_SITE
0481-SUMCB,2022-02-01,Telefone,OUTBOUND_CALL
1769-GRUIK,2024-05-01,Website,PPC_GOOGLE
5240-IJOQT,2025-10-01,Website,PPC_GOOGLE
8819-WFGGJ,2020-03-01,Telefone,OUTBOUND_CALL
7427-AUFPY,2021-05-01,Parceiro,PARTNER_SITE
2811-POVEX,2023-12-01,Website,ORGANIC
1092-GANHU,2024-06-01,Telefone,OUTBOUND_CALL
7898-PDWQE,2019-12-01,Loja Física,EVENTO_LOCAL
9972-EWRJS,2020-04-01,Loja Física,WALK_IN
9314-IJWSQ,2024-09-01,Telefone,INBOUND
0661-XEYAN,2025-10-01,Telefone,OUTBOUND_CALL
5799-JRCZO,2020-08-01,Telefone,OUTBOUND_CALL
1921-KYSAY,2022-06-01,Loja Física,EVENTO_LOCAL
6198-RTPMF,2024-06-01,Website,PPC_GOOGLE
2924-KHUVI,2021-03-01,Parceiro,PARTNER_SITE
1925-GMVBW,2025-06-01,Website,PPC_GOOGLE
7881-EVUAD,2025-09-01,Website,BLACKFRIDAY
6184-DYUOB,2025-08-01,Telefone,OUTBOUND_CALL
9207-ZPANB,2022-10-01,Telefone,OUTBOUND_CALL
5766-XQXMQ,2023-06-01,Telefone,INBOUND
9327-QSDED,2025-03-01,Telefone,INBOUND
1656-DRSMG,2020-08-01,Telefone,TV_ADS_Q3
3012-VFFMN,2025-04-01,Telefone,OUTBOUND_CALL
2984-AFWNC,2025-08-01,Website,PPC_GOOGLE
0640-YJTPY,2019-11-01,Telefone,OUTBOUND_CALL
8096-LOIST,2024-04-01,Website,BLACKFRIDAY
9764-REAFF,2020-12-01,Loja Física,WALK_IN
3703-VAVCL,2025-09-01,Website,BLACKFRIDAY
7107-UBYKY,2022-12-01,Telefone,INBOUND
4881-GQJTW,2024-09-01,Website,ORGANIC
8519-QJGJD,2024-09-01,Website,BLACKFRIDAY
7876-DNYAP,2020-02-01,Telefone,INBOUND
7905-NJMXS,2025-04-01,Telefone,TV_ADS_Q3
2882-WDTBA,2020-02-01,Parceiro,REFERRAL
2091-GPPIQ,2019-11-01,Telefone,OUTBOUND_CALL
6326-MTTXK,2025-03-01,Telefone,INBOUND
5071-FBJFS,2025-07-01,Website,ORGANIC
2796-UUZZO,2020-08-01,Website,PPC_GOOGLE
2429-AYKKO,2019-11-01,Telefone,OUTBOUND_CALL
9798-OPFEM,2022-01-01,Telefone,INBOUND
0330-IVZHA,2025-06-01,Telefone,TV_ADS_Q3
3794-NFNCH,2023-05-01,Website,BLACKFRIDAY
5193-QLVZB,2020-08-01,Parceiro,REFERRAL
7114-AEOZE,2020-11-01,Loja Física,EVENTO_LOCAL
2886-KEFUM,2020-08-01,Parceiro,REFERRAL
5522-NYKPB,2023-10-01,Telefone,OUTBOUND_CALL
4237-RLAQD,2025-10-01,Website,BLACKFRIDAY
9957-YODKZ,2025-05-01,Website,BLACKFRIDAY
6518-KZXCB,2024-01-01,Loja Física,EVENTO_LOCAL
2245-ADZFJ,2023-04-01,Loja Física,EVENTO_LOCAL
7776-QGYJC,2022-08-01,Website,ORGANIC
9313-QOLTZ,2023-09-01,Website,BLACKFRIDAY
9651-GTSAQ,2021-06-01,Telefone,TV_ADS_Q3
3186-BAXNB,2025-10-01,Website,ORGANIC
4672-FOTSD,2024-11-01,Website,ORGANIC
0637-YLETY,2024-07-01,Telefone,OUTBOUND_CALL
9818-XQCUV,2025-09-01,Website,BLACKFRIDAY
7338-ERIVA,2022-08-01,Telefone,TV_ADS_Q3
1157-BQCUW,2025-10-01,Website,PPC_GOOGLE
8259-NFJTV,2025-04-01,Telefone,INBOUND
3223-DWFIO,2025-07-01,Website,PPC_GOOGLE
2660-EMUBI,2025-01-01,Website,BLACKFRIDAY
6968-GMKPR,2021-04-01,Website,ORGANIC
4751-ERMAN,2019-11-01,Loja Física,WALK_IN
1436-ZMJAN,2025-01-01,Website,PPC_GOOGLE
3292-PBZEJ,2024-12-01,Website,BLACKFRIDAY
0799-DDIHE,2024-08-01,Telefone,INBOUND
3070-FNFZQ,2023-12-01,Telefone,OUTBOUND_CALL
2812-SFXMJ,2025-10-01,Telefone,TV_ADS_Q3
7675-OZCZG,2025-08-01,Website,BLACKFRIDAY
5014-WUQMG,2021-12-01,Loja Física,EVENTO_LOCAL
5312-TSZVC,2024-08-01,Loja Física,EVENTO_LOCAL
2003-CKLOR,2020-05-01,Telefone,INBOUND
0993-OSGPT,2020-03-01,Loja Física,WALK_IN
9254-RBFON,2024-06-01,Loja Física,WALK_IN
1205-WNWPJ,2025-04-01,Website,PPC_GOOGLE
9391-EOYLI,2024-11-01,Website,BLACKFRIDAY
7108-DGVUU,2024-02-01,Loja Física,WALK_IN
2782-JEEBU,2024-02-01,Website,ORGANIC
5127-BZENZ,2021-03-01,Telefone,OUTBOUND_CALL
2720-FVBQP,2025-05-01,Website,BLACKFRIDAY
9906-NHHVC,2020-06-01,Loja Física,EVENTO_LOCAL
4522-XRWWI,2022-05-01,Telefone,OUTBOUND_CALL
3766-EJLFL,2020-03-01,Parceiro,REFERRAL
5939-SXWHM,2021-11-01,Loja Física,WALK_IN
8152-UOBNY,2021-09-01,Loja Física,WALK_IN
7351-KYHQH,2025-04-01,Website,BLACKFRIDAY
7643-RCHXS,2020-08-01,Loja Física,EVENTO_LOCAL
8246-SHFGA,2024-06-01,Website,BLACKFRIDAY
8387-MOJJT,2022-05-01,Telefone,INBOUND
0620-XEFWH,2025-07-01,Website,BLACKFRIDAY
6485-QXWWE,2020-09-01,Parceiro,REFERRAL
2761-OCIAX,2025-09-01,Website,BLACKFRIDAY
7321-VGNKU,2025-09-01,Telefone,OUTBOUND_CALL
5327-CNLUQ,2021-11-01,Loja Física,EVENTO_LOCAL
7552-KEYGT,2023-08-01,Telefone,OUTBOUND_CALL
5816-JMLGY,2020-01-01,Parceiro,REFERRAL
3068-OMWZA,2025-10-01,Website,PPC_GOOGLE
2927-QRRQV,2022-01-01,Telefone,TV_ADS_Q3
6032-KRXXO,2023-05-01,Website,ORGANIC
7459-RRWQZ,2024-08-01,Website,BLACKFRIDAY
6265-SXWBU,2020-02-01,Loja Física,EVENTO_LOCAL
7941-RCJOW,2020-06-01,Telefone,INBOUND
6374-NTQLP,2019-11-01,Loja Física,EVENTO_LOCAL
4154-AQUGT,2024-10-01,Website,BLACKFRIDAY
2387-KDZQY,2024-06-01,Telefone,OUTBOUND_CALL
3584-WKTTW,2021-08-01,Parceiro,REFERRAL
3399-BMLVW,2021-08-01,Loja Física,EVENTO_LOCAL
1971-DTCZB,2019-11-01,Telefone,INBOUND
3092-IGHWF,2020-04-01,Telefone,TV_ADS_Q3
3374-PZLXD,2023-01-01,Telefone,OUTBOUND_CALL
3813-DHBBB,2020-04-01,Telefone,INBOUND
2812-REYAT,2021-10-01,Parceiro,REFERRAL
6518-PPLMZ,2021-06-01,Telefone,TV_ADS_Q3
4939-KYYPY,2023-08-01,Website,PPC_GOOGLE
8017-LXHFA,2023-12-01,Website,ORGANIC
5930-GBIWP,2020-02-01,Telefone,INBOUND
6022-KOUQO,2025-09-01,Website,ORGANIC
6352-TWCAU,2022-12-01,Website,PPC_GOOGLE
2361-UPSND,2022-01-01,Telefone,TV_ADS_Q3
6035-RIIOM,2021-05-01,Telefone,INBOUND
2929-QNSRW,2021-03-01,Parceiro,REFERRAL
1262-OPMFY,2025-02-01,Website,PPC_GOOGLE
9504-DSHWM,2024-03-01,Website,ORGANIC
5035-BVCXS,2024-12-01,Website,ORGANIC
6267-DCFFZ,2023-05-01,Website,BLACKFRIDAY
3533-UVMOM,2020-03-01,Parceiro,PARTNER_SITE
2439-LYPMQ,2022-09-01,Website,BLACKFRIDAY
4248-QPAVC,2024-06-01,Website,ORGANIC
1899-VXWXM,2021-11-01,Telefone,INBOUND
1478-VPOAD,2025-10-01,Website,BLACKFRIDAY
9995-HOTOH,2020-08-01,Parceiro,PARTNER_SITE
2988-PLAHS,2025-08-01,Loja Física,WALK_IN
1371-OJCEK,2021-11-01,Telefone,INBOUND
4999-IEZLT,2020-05-01,Loja Física,WALK_IN
8883-ANODQ,2020-03-01,Telefone,OUTBOUND_CALL
4690-LLKUA,2024-06-01,Website,ORGANIC
2351-RRBUE,2025-04-01,Loja Física,WALK_IN
5980-BDHPY,2019-11-01,Telefone,TV_ADS_Q3
1498-DQNRX,2023-06-01,Website,PPC_GOOGLE
9469-WEJBT,2022-10-01,Website,PPC_GOOGLE
3331-HQDTW,2023-01-01,Website,PPC_GOOGLE
9490-DFPMD,2022-05-01,Website,PPC_GOOGLE
2581-VKIRT,2020-12-01,Telefone,TV_ADS_Q3
5442-XSDCW,2024-12-01,Website,BLACKFRIDAY
7426-WEIJX,2020-11-01,Website,PPC_GOOGLE
2851-MMUTZ,2023-08-01,Website,BLACKFRIDAY
3049-NDXFL,2025-10-01,Telefone,OUTBOUND_CALL
8580-AECUZ,2025-10-01,Telefone,OUTBOUND_CALL
3307-TLCUD,2024-06-01,Telefone,TV_ADS_Q3
6625-FLENO,2021-01-01,Parceiro,REFERRAL
2967-MXRAV,2025-10-01,Telefone,INBOUND
7963-GQRMY,2025-08-01,Telefone,OUTBOUND_CALL
8189-HBVRW,2021-06-01,Website,PPC_GOOGLE
4163-KIUHY,2022-12-01,Website,ORGANIC
1228-FZFRV,2021-09-01,Website,PPC_GOOGLE
3500-NSDOA,2020-03-01,Telefone,TV_ADS_Q3
1171-TYKUR,2021-12-01,Website,PPC_GOOGLE
3761-FLYZI,2020-06-01,Telefone,INBOUND
2058-DCJBE,2025-06-01,Telefone,OUTBOUND_CALL
5364-XYIRR,2021-08-01,Telefone,OUTBOUND_CALL
4829-AUOAX,2022-01-01,Website,BLACKFRIDAY
1219-NNDDO,2025-02-01,Telefone,OUTBOUND_CALL
8388-DMKAE,2025-03-01,Telefone,TV_ADS_Q3
4403-BWPAY,2024-09-01,Parceiro,REFERRAL
9659-QEQSY,2022-02-01,Website,BLACKFRIDAY
5405-ZMYXQ,2025-03-01,Website,BLACKFRIDAY
5047-LHVLY,2025-10-01,Website,ORGANIC
1442-OKRJE,2020-05-01,Loja Física,EVENTO_LOCAL
4737-AQCPU,2019-11-01,Loja Física,EVENTO_LOCAL
9158-VCTQB,2022-06-01,Website,BLACKFRIDAY
2808-CHTDM,2023-12-01,Loja Física,EVENTO_LOCAL
6311-UEUME,2023-06-01,Website,ORGANIC
0793-TWELN,2025-07-01,Website,PPC_GOOGLE
3283-WCWXT,2025-05-01,Loja Física,WALK_IN
1060-ENTOF,2020-04-01,Loja Física,WALK_IN
0999-QXNSA,2025-04-01,Website,ORGANIC
5451-MHQOF,2021-03-01,Loja Física,WALK_IN
4836-WNFNO,2019-11-01,Parceiro,REFERRAL
9225-BZLNZ,2019-11-01,Loja Física,EVENTO_LOCAL
0354-VXMJC,2023-12-01,Loja Física,EVENTO_LOCAL
4422-QVIJA,2022-12-01,Website,PPC_GOOGLE
9365-SRSZE,2023-08-01,Website,ORGANIC
6839-ITVZJ,2023-09-01,Telefone,INBOUND
8332-OSJDW,2024-11-01,Telefone,OUTBOUND_CALL
4735-BJKOU,2022-07-01,Loja Física,WALK_IN
0274-JKUJR,2025-04-01,Website,ORGANIC
5740-YHGTW,2020-01-01,Website,PPC_GOOGLE
8917-SZTTJ,2020-11-01,Loja Física,EVENTO_LOCAL
1696-MZVAU,2022-08-01,Telefone,OUTBOUND_CALL
7359-WWYJV,2019-11-01,Telefone,INBOUND
0375-HVGXO,2025-10-01,Website,BLACKFRIDAY
4906-ZHGPK,2021-05-01,Loja Física,EVENTO_LOCAL
8593-WHYHV,2025-08-01,Website,BLACKFRIDAY
3795-GWTRD,2020-08-01,Loja Física,EVENTO_LOCAL
1298-PHBTI,2019-12-01,Telefone,TV_ADS_Q3
6223-DHJGV,2022-05-01,Parceiro,REFERRAL
6961-MJKBO,2021-12-01,Parceiro,REFERRAL
6097-EQISJ,2020-05-01,Loja Física,WALK_IN
4423-YLHDV,2024-02-01,Website,ORGANIC
8158-WPEZG,2024-12-01,Website,ORGANIC
0107-YHINA,2025-10-01,Telefone,INBOUND
4918-FYJNT,2021-04-01,Telefone,INBOUND
0727-BNRLG,2020-02-01,Loja Física,WALK_IN
4854-CIDCF,2025-08-01,Telefone,OUTBOUND_CALL
8640-SDGKB,2025-07-01,Website,PPC_GOOGLE
3280-MRDOF,2023-05-01,Loja Física,EVENTO_LOCAL
6435-SRWBJ,2025-06-01,Website,BLACKFRIDAY
9964-WBQDJ,2019-12-01,Telefone,TV_ADS_Q3
6303-KFWSL,2023-06-01,Telefone,INBOUND
1702-CCFNJ,2021-07-01,Website,PPC_GOOGLE
8932-CZHRQ,2020-03-01,Loja Física,WALK_IN
0386-CWRGM,2022-01-01,Telefone,INBOUND
5515-RUGKN,2025-03-01,Telefone,OUTBOUND_CALL
0404-AHASP,2019-11-01,Loja Física,EVENTO_LOCAL
7279-NMVJC,2024-06-01,Loja Física,WALK_IN
2081-VEYEH,2025-08-01,Telefone,INBOUND
6407-UTSLV,2025-09-01,Website,BLACKFRIDAY
4116-TZAQJ,2025-02-01,Website,ORGANIC
9060-HJJRW,2021-08-01,Telefone,INBOUND
2587-YNLES,2025-05-01,Loja Física,EVENTO_LOCAL
7398-SKNQZ,2025-08-01,Website,BLACKFRIDAY
5935-FCCNB,2024-06-01,Website,ORGANIC
1958-RNRKS,2023-05-01,Website,BLACKFRIDAY
5136-RGMZO,2023-04-01,Telefone,OUTBOUND_CALL
8345-MVDYC,2022-02-01,Telefone,TV_ADS_Q3
8226-BXGES,2020-07-01,Loja Física,EVENTO_LOCAL
3877-JRJIP,2025-10-01,Website,ORGANIC
8375-DKEBR,2025-10-01,Website,PPC_GOOGLE
9705-IOVQQ,2020-10-01,Telefone,TV_ADS_Q3
1015-OWJKI,2025-10-01,Website,PPC_GOOGLE
7511-YMXVQ,2025-02-01,Website,PPC_GOOGLE
2040-XBAVJ,2019-11-01,Telefone,TV_ADS_Q3
7551-JOHTI,2025-10-01,Telefone,TV_ADS_Q3
8887-IPQNC,2025-04-01,Website,ORGANIC
8646-JCOMS,2020-05-01,Loja Física,EVENTO_LOCAL
9804-ICWBG,2025-10-01,Website,ORGANIC
1222-KJNZD,2022-07-01,Website,ORGANIC
0106-GHRQR,2024-07-01,Website,PPC_GOOGLE
5318-IXUZF,2025-09-01,Website,ORGANIC
3768-VHXQO,2020-04-01,Loja Física,EVENTO_LOCAL
8952-WCVCD,2022-06-01,Telefone,TV_ADS_Q3
2418-TPEUN,2021-03-01,Parceiro,REFERRAL
3963-RYFNS,2019-11-01,Telefone,INBOUND
3198-VELRD,2025-08-01,Website,BLACKFRIDAY
8540-ZQGEA,2021-05-01,Parceiro,PARTNER_SITE
1320-REHCS,2021-07-01,Website,ORGANIC
4137-JOPHL,2021-09-01,Loja Física,EVENTO_LOCAL
9436-ZBZCT,2024-09-01,Website,PPC_GOOGLE
7801-CEDNV,2023-08-01,Loja Física,WALK_IN
2057-BOYKM,2019-11-01,Telefone,INBOUND
3658-QQJYD,2020-09-01,Loja Física,WALK_IN
1803-BGNBD,2024-11-01,Telefone,TV_ADS_Q3
0134-XWXCE,2022-03-01,Loja Física,WALK_IN
6950-TWMYB,2021-05-01,Loja Física,WALK_IN
5848-FHRFC,2020-03-01,Loja Física,WALK_IN
2243-FNMMI,2024-03-01,Website,PPC_GOOGLE
2511-MORQY,2021-09-01,Telefone,TV_ADS_Q3
5356-KZCKT,2021-01-01,Telefone,INBOUND
9470-XCCEM,2022-12-01,Website,BLACKFRIDAY
6519-CFDBX,2025-09-01,Website,PPC_GOOGLE
3902-MIVLE,2020-08-01,Telefone,INBOUND
0409-WTMPL,2021-01-01,Telefone,OUTBOUND_CALL
8763-KIAFH,2023-08-01,Telefone,INBOUND
3669-WHAFY,2019-12-01,Parceiro,REFERRAL
3055-VTCGS,2020-08-01,Loja Física,WALK_IN
3144-KMTWZ,2019-12-01,Website,BLACKFRIDAY
7279-BUYWN,2022-06-01,Website,PPC_GOOGLE
7156-MHUGY,2024-10-01,Website,PPC_GOOGLE
7198-GLXTC,2025-09-01,Website,ORGANIC
2007-QVGAW,2020-03-01,Loja Física,WALK_IN
5207-PLSTK,2025-10-01,Website,ORGANIC
2307-FYNNL,2020-06-01,Telefone,INBOUND
5605-XNWEN,2019-11-01,Loja Física,EVENTO_LOCAL
2155-AMQRX,2023-07-01,Website,BLACKFRIDAY
6181-AXXYF,2019-11-01,Loja Física,EVENTO_LOCAL
5091-HFAZW,2025-09-01,Website,PPC_GOOGLE
0516-VRYBW,2024-05-01,Telefone,OUTBOUND_CALL
2519-LBNQL,2020-11-01,Parceiro,PARTNER_SITE
8623-ULFNQ,2023-09-01,Telefone,OUTBOUND_CALL
8380-PEFPE,2025-10-01,Telefone,INBOUND
5687-DKDTV,2025-07-01,Website,ORGANIC
1568-LJSZU,2020-03-01,Telefone,INBOUND
7530-HDYDS,2022-09-01,Telefone,TV_ADS_Q3
7789-HKSBS,2022-05-01,Loja Física,EVENTO_LOCAL
7416-CKTEP,2021-02-01,Parceiro,PARTNER_SITE
2586-CWXVV,2021-05-01,Telefone,TV_ADS_Q3
3096-IZETN,2024-11-01,Website,BLACKFRIDAY
2348-KCJLT,2022-03-01,Telefone,OUTBOUND_CALL
8401-EMUWF,2022-05-01,Website,BLACKFRIDAY
4193-IBKSW,2019-11-01,Parceiro,REFERRAL
5377-NDTOU,2019-12-01,Parceiro,REFERRAL
5922-ABDVO,2024-04-01,Telefone,TV_ADS_Q3
2474-LCNUE,2023-12-01,Website,ORGANIC
0839-QNXME,2023-05-01,Loja Física,EVENTO_LOCAL
3506-OVLKD,2022-12-01,Parceiro,REFERRAL
9172-ANCRX,2025-01-01,Telefone,TV_ADS_Q3
6650-VJONK,2025-10-01,Telefone,TV_ADS_Q3
2178-PMGCJ,2024-01-01,Telefone,INBOUND
7492-TAFJD,2025-04-01,Loja Física,WALK_IN
2773-MADBQ,2022-11-01,Telefone,TV_ADS_Q3
6016-LVTJQ,2023-01-01,Website,BLACKFRIDAY
7860-KSUGX,2019-11-01,Loja Física,WALK_IN
8966-KZXXA,2022-11-01,Parceiro,REFERRAL
6910-HADCM,2025-10-01,Telefone,TV_ADS_Q3
4816-LXZYW,2023-12-01,Telefone,OUTBOUND_CALL
9606-PBKBQ,2023-03-01,Website,PPC_GOOGLE
5149-QYTTU,2019-12-01,Loja Física,WALK_IN
2070-XYMFH,2023-12-01,Website,ORGANIC
2085-BOJKI,2024-06-01,Loja Física,EVENTO_LOCAL
0817-HSUSE,2025-10-01,Website,BLACKFRIDAY
5442-PPTJY,2024-11-01,Loja Física,EVENTO_LOCAL
1927-QEWMY,2019-11-01,Telefone,OUTBOUND_CALL
1663-MHLHE,2025-10-01,Website,ORGANIC
5663-QBGIS,2019-11-01,Parceiro,PARTNER_SITE
4450-MDZFX,2020-11-01,Website,BLACKFRIDAY
6701-DHKWQ,2020-10-01,Telefone,INBOUND
7554-AKDQF,2025-05-01,Website,BLACKFRIDAY
3536-IQCTX,2023-03-01,Website,ORGANIC
4911-BANWH,2023-04-01,Telefone,INBOUND
8496-EJAUI,2024-04-01,Website,BLACKFRIDAY
0794-YVSGE,2019-11-01,Telefone,TV_ADS_Q3
5423-BHIXO,2023-03-01,Website,PPC_GOOGLE
6908-VVYHM,2020-06-01,Website,PPC_GOOGLE
2959-EEXWB,2022-02-01,Website,PPC_GOOGLE
1839-UMACK,2022-05-01,Telefone,TV_ADS_Q3
3030-YDNRM,2025-03-01,Website,BLACKFRIDAY
7321-KKSDU,2023-03-01,Telefone,TV_ADS_Q3
3402-XRIUO,2024-01-01,Website,ORGANIC
3132-TVFDZ,2021-02-01,Website,PPC_GOOGLE
8286-AFUYI,2025-10-01,Website,BLACKFRIDAY
8080-DDEMJ,2025-10-01,Website,BLACKFRIDAY
8356-WUAOJ,2025-10-01,Website,PPC_GOOGLE
6365-MTGZX,2023-11-01,Website,ORGANIC
1349-WXNGG,2025-10-01,Website,ORGANIC
8058-DMYRU,2021-05-01,Website,PPC_GOOGLE
9350-ZXYJC,2025-07-01,Telefone,OUTBOUND_CALL
6990-YNRIO,2020-06-01,Loja Física,WALK_IN
8958-JPTRR,2021-03-01,Telefone,TV_ADS_Q3
6959-GQEGV,2022-02-01,Website,ORGANIC
3173-WSSUE,2019-12-01,Parceiro,PARTNER_SITE
1265-HVPZB,2020-12-01,Loja Física,EVENTO_LOCAL
4115-UMJFQ,2020-02-01,Parceiro,REFERRAL
7369-TRPFD,2024-04-01,Loja Física,WALK_IN
1098-KFQEC,2021-04-01,Telefone,OUTBOUND_CALL
7190-XHTWJ,2022-09-01,Telefone,OUTBOUND_CALL
0621-TWIEM,2025-01-01,Telefone,OUTBOUND_CALL
3537-RYBHH,2021-12-01,Website,PPC_GOOGLE
2485-ITVKB,2025-09-01,Telefone,OUTBOUND_CALL
3669-OYSJI,2025-10-01,Website,BLACKFRIDAY
1612-EOHDH,2025-10-01,Website,BLACKFRIDAY
6702-OHFWR,2025-10-01,Website,BLACKFRIDAY
5296-BFCYD,2022-01-01,Loja Física,WALK_IN
4510-PYUSH,2022-09-01,Website,BLACKFRIDAY
9359-JANWS,2020-06-01,Loja Física,WALK_IN
7517-SAWMO,2024-04-01,Telefone,INBOUND
4143-HHPMK,2021-07-01,Website,BLACKFRIDAY
3279-DYZQM,2019-12-01,Telefone,OUTBOUND_CALL
7054-LGEQW,2025-10-01,Website,ORGANIC
0523-VNGTF,2021-07-01,Website,PPC_GOOGLE
9575-IWCAZ,2025-05-01,Loja Física,EVENTO_LOCAL
7105-MXJLL,2023-09-01,Parceiro,REFERRAL
7064-FRRSW,2021-11-01,Telefone,TV_ADS_Q3
7940-UQQUG,2020-07-01,Loja Física,EVENTO_LOCAL
0923-PNFUB,2025-08-01,Telefone,OUTBOUND_CALL
3961-SXAXY,2025-10-01,Website,BLACKFRIDAY
7010-BRBUU,2019-11-01,Telefone,TV_ADS_Q3
3566-HJGPK,2025-10-01,Website,PPC_GOOGLE
3062-ICYZQ,2021-08-01,Website,BLACKFRIDAY
9938-PRCVK,2022-06-01,Telefone,OUTBOUND_CALL
0973-KYVNF,2019-11-01,Telefone,INBOUND
5129-HHMZC,2022-04-01,Telefone,TV_ADS_Q3
9637-CDTKZ,2019-11-01,Loja Física,EVENTO_LOCAL
3946-JEWRQ,2021-12-01,Loja Física,EVENTO_LOCAL
7873-CVMAW,2019-11-01,Loja Física,WALK_IN
0463-WZZKO,2025-08-01,Website,PPC_GOOGLE
3494-JCHRQ,2025-10-01,Telefone,OUTBOUND_CALL
6474-FVJLC,2025-09-01,Website,ORGANIC
4524-QCSSM,2023-09-01,Website,BLACKFRIDAY
5832-EXGTT,2023-06-01,Website,BLACKFRIDAY
8840-DQLGN,2022-12-01,Telefone,TV_ADS_Q3
2039-JONDJ,2023-08-01,Parceiro,REFERRAL
7217-JYHOQ,2023-11-01,Telefone,OUTBOUND_CALL
6695-FRVEC,2020-04-01,Telefone,INBOUND
4547-LYTDD,2024-07-01,Website,BLACKFRIDAY
9894-QMIMJ,2023-12-01,Loja Física,EVENTO_LOCAL
8069-YQQAJ,2024-09-01,Telefone,OUTBOUND_CALL
6770-XUAGN,2025-10-01,Website,PPC_GOOGLE
4193-ORFCL,2025-10-01,Telefone,TV_ADS_Q3
1636-NTNCO,2025-07-01,Telefone,TV_ADS_Q3
3466-WAESX,2024-07-01,Website,ORGANIC
9281-PKKZE,2022-01-01,Website,PPC_GOOGLE
3638-VBZTA,2020-03-01,Loja Física,EVENTO_LOCAL
7459-IMVYU,2022-09-01,Website,PPC_GOOGLE
7776-QWNFX,2023-05-01,Telefone,TV_ADS_Q3
6689-TCZHQ,2025-06-01,Website,PPC_GOOGLE
8563-OYMQY,2024-06-01,Website,ORGANIC
0754-EEBDC,2025-07-01,Telefone,OUTBOUND_CALL
5777-ZPQNC,2024-11-01,Parceiro,REFERRAL
1951-IEYXM,2019-11-01,Telefone,TV_ADS_Q3
3318-NMQXL,2025-08-01,Website,PPC_GOOGLE
3143-ILDAL,2021-03-01,Website,BLACKFRIDAY
1022-RKXDR,2022-06-01,Telefone,TV_ADS_Q3
2361-FJWNO,2022-07-01,Parceiro,PARTNER_SITE
2272-UOINI,2025-04-01,Telefone,INBOUND
8232-UTFOZ,2020-02-01,Parceiro,REFERRAL
3750-YHRYO,2025-04-01,Loja Física,WALK_IN
6637-KYRCV,2025-06-01,Website,PPC_GOOGLE
5668-MEISB,2019-11-01,Loja Física,EVENTO_LOCAL
0129-QMPDR,2022-03-01,Telefone,TV_ADS_Q3
7188-CBBBA,2020-06-01,Telefone,INBOUND
5356-CSVSQ,2025-08-01,Website,ORGANIC
3221-CJMSG,2023-11-01,Website,PPC_GOOGLE
4720-VSTSI,2022-03-01,Website,ORGANIC
3219-JQRSL,2019-11-01,Parceiro,PARTNER_SITE
2801-NISEI,2023-11-01,Website,ORGANIC
3946-MHCZW,2025-10-01,Website,ORGANIC
4623-ZKHLY,2024-01-01,Website,PPC_GOOGLE
6732-VAILE,2020-01-01,Loja Física,WALK_IN
8201-AAXCB,2023-10-01,Website,PPC_GOOGLE
7696-CFTAT,2022-10-01,Telefone,OUTBOUND_CALL
1845-CSBRZ,2024-01-01,Website,PPC_GOOGLE
2123-VSCOT,2020-12-01,Telefone,INBOUND
6651-AZVTJ,2021-10-01,Website,BLACKFRIDAY
4566-GOLUK,2021-12-01,Website,BLACKFRIDAY
2484-DGXPZ,2023-04-01,Website,PPC_GOOGLE
2018-QKYGT,2025-10-01,Telefone,INBOUND
2792-VPPET,2025-08-01,Telefone,OUTBOUND_CALL
7409-JURKQ,2021-06-01,Telefone,TV_ADS_Q3
3247-MHJKM,2025-10-01,Telefone,TV_ADS_Q3
